gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2755610677	518	27.05	11	217	5	211	5.0e-16	79.5	COG2814	Predicted arabinose efflux permease, MFS family	394
2755610678	442	42.37	15	368	4	344	6.0e-75	274	COG1566	Multidrug resistance efflux pump	352
2755610679	485	38.94	29	478	4	453	1.0e-52	201	COG1538	Outer membrane protein TolC	457
2755610680	180	37.17	51	162	14	126	1.0e-12	66.1	COG1846	DNA-binding transcriptional regulator, MarR family	126
2755610682	593	41.31	11	591	1	565	6.0e-129	454	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2755610683	143	44.53	1	135	1	137	4.0e-37	147	COG5319	Uncharacterized protein	142
2755610686	495	42.04	5	493	3	475	5.0e-86	312	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	475
2755610687	492	49.49	3	492	5	493	0.0e+00	518	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
2755610688	694	43.53	10	687	1	606	0.0e+00	507	COG1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	606
2755610689	102	60	3	102	2	100	2.0e-20	90.1	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	100
2755610690	218	42.86	1	175	1	166	1.0e-25	109	COG0839	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	166
2755610691	172	44.51	14	172	3	161	6.0e-44	170	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2755610692	358	51.04	15	350	1	327	2.0e-93	335	COG1005	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	332
2755610693	712	39.41	1	707	1	669	0.0e+00	564	COG1034	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	693
2755610694	442	59.81	19	435	5	420	0.0e+00	626	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F)	424
2755610695	163	38.12	1	160	4	160	3.0e-42	164	COG1905	NADH:ubiquinone oxidoreductase 24 kD subunit (chain E)	160
2755610696	417	57.55	1	417	9	398	0.0e+00	607	COG0649	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	398
2755610697	204	45.2	9	185	5	171	2.0e-42	165	COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	176
2755610698	159	69.87	3	158	13	168	4.0e-76	276	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	194
2755610699	123	52.85	1	123	3	121	2.0e-30	124	COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	123
2755610701	134	43.53	4	88	1	84	2.0e-13	68.3	COG1314	Preprotein translocase subunit SecG	86
2755610702	251	54.03	4	251	3	248	8.0e-77	280	COG0149	Triosephosphate isomerase	251
2755610703	328	43.5	2	327	2	325	1.0e-73	270	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2755610704	766	64.79	4	696	2	692	0.0e+00	991	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	692
2755610705	87	55.17	1	87	3	89	1.0e-24	104	COG0184	Ribosomal protein S15P/S13E	89
2755610707	390	39.68	22	387	26	393	8.0e-87	314	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2755610709	315	46.82	19	315	3	296	4.0e-101	361	COG1159	GTPase Era, involved in 16S rRNA processing	298
2755610710	257	30.15	4	257	3	246	2.0e-34	139	COG1381	Recombinational DNA repair protein (RecF pathway)	251
2755610711	250	37.96	7	248	3	241	2.0e-57	215	COG0854	Pyridoxine 5'-phosphate synthase PdxJ	243
2755610712	133	38.17	1	130	1	126	7.0e-32	129	COG0736	Phosphopantetheinyl transferase (holo-ACP synthase)	127
2755610713	354	37.99	1	353	1	341	3.0e-63	236	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2755610714	253	34.14	8	250	9	243	3.0e-22	99.1	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2755610716	178	42.6	1	169	1	168	1.0e-45	175	COG1247	L-amino acid N-acyltransferase YncA	169
2755610717	84	58.23	1	79	1	78	3.0e-22	96.8	COG0228	Ribosomal protein S16	87
2755610718	185	38.98	9	185	4	172	1.0e-39	156	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2755610719	253	45.75	2	248	2	239	1.0e-88	319	COG0336	tRNA G37 N-methylase TrmD	240
2755610720	129	66.38	1	116	3	115	2.0e-39	154	COG0335	Ribosomal protein L19	115
2755610721	236	26.79	76	185	11	119	2.0e-04	39.6	COG1051	ADP-ribose pyrophosphatase YjhB, NUDIX family	145
2755610722	327	27.93	3	327	10	319	1.0e-31	130	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
2755610724	243	25.1	1	239	5	255	2.0e-06	46.5	COG0730	Uncharacterized membrane protein YfcA	258
2755610725	440	58.14	11	439	5	421	0.0e+00	496	COG2379	Glycerate-2-kinase	422
2755610726	192	33.92	13	178	13	177	3.0e-23	101	COG0797	Rare lipoprotein A, peptidoglycan hydrolase digesting "naked" glycans, contains C-terminal SPOR domain	233
2755610727	219	48.44	1	215	1	224	2.0e-56	212	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2755610728	436	32.84	107	436	3	332	3.0e-40	159	COG0642	Signal transduction histidine kinase	336
2755610729	492	42.82	35	393	10	347	2.0e-66	247	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	347
2755610730	407	28.46	8	271	2	240	6.0e-36	145	COG2041	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit	271
2755610732	235	35.34	8	234	2	227	5.0e-31	127	COG4291	Uncharacterized membrane protein	228
2755610733	136	20.15	1	134	3	130	2.0e-14	71.4	COG0824	Acyl-CoA thioesterase FadM	137
2755610734	434	36.17	60	434	7	379	7.0e-71	261	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2755610735	171	23.53	5	157	8	158	3.0e-10	58	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2755610736	342	22.12	9	334	7	332	1.0e-34	140	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2755610737	552	21.57	11	214	6	194	8.0e-13	69.3	COG1014	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	203
2755610738	716	31.33	7	703	1	640	0.0e+00	479	COG4231	TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit	640
2755610739	314	25.34	23	314	1	293	8.0e-25	108	COG0583	DNA-binding transcriptional regulator, LysR family	297
2755610741	797	58.16	27	796	2	773	0.0e+00	986	COG4631	Xanthine dehydrogenase, molybdopterin-binding subunit B	781
2755610742	485	49.17	1	472	4	483	0.0e+00	512	COG4630	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A	493
2755610743	507	48.7	4	495	3	501	0.0e+00	594	COG3845	ABC-type uncharacterized transport system, ATPase component	501
2755610744	356	45.07	3	356	2	356	1.0e-75	276	COG4603	ABC-type uncharacterized transport system, permease component	356
2755610745	306	46.89	1	305	4	303	1.0e-71	263	COG1079	ABC-type uncharacterized transport system, permease component	304
2755610746	388	36.41	6	354	2	342	8.0e-72	264	COG1744	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily	345
2755610747	513	49.5	6	507	5	499	0.0e+00	570	COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	505
2755610748	51	65.12	6	48	7	49	7.0e-09	52	COG4338	Uncharacterized protein	54
2755610749	347	46.9	16	347	7	345	8.0e-98	350	COG1816	Adenosine deaminase	345
2755610750	359	34.53	5	328	13	341	1.0e-69	257	COG1744	Basic membrane lipoprotein Med, periplasmic binding protein (PBP1-ABC) superfamily	345
2755610751	431	31.13	8	429	11	408	8.0e-68	251	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	421
2755610752	188	42.93	3	188	2	181	3.0e-60	224	COG0717	Deoxycytidine triphosphate deaminase	183
2755610755	567	40.19	34	548	1	488	3.0e-95	343	COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	491
2755610757	384	29.94	194	368	5	180	2.0e-08	54	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2755610759	303	47.19	6	298	2	300	2.0e-96	345	COG0031	Cysteine synthase	300
2755610761	75	38.67	1	74	2	76	6.0e-18	82.2	COG0425	TusA-related sulfurtransferase	78
2755610762	296	58.31	1	294	1	288	2.0e-118	419	COG1210	UTP-glucose-1-phosphate uridylyltransferase	291
2755610763	330	35.62	1	303	4	307	2.0e-39	156	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2755610764	944	51.07	13	943	1	875	0.0e+00	1170	COG0525	Valyl-tRNA synthetase	877
2755610766	572	22.42	42	423	2	377	3.0e-42	166	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2755610767	204	23.7	18	147	2	136	3.0e-10	58.7	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2755610768	140	47.76	5	138	1	129	9.0e-32	129	COG1592	Rubrerythrin	166
2755610769	450	22.51	32	450	3	388	1.0e-35	144	COG0247	Fe-S oxidoreductase	388
2755610771	256	35.29	10	253	5	250	2.0e-40	159	COG0584	Glycerophosphoryl diester phosphodiesterase	257
2755610772	336	55.1	1	328	1	337	4.0e-125	441	COG3839	ABC-type sugar transport system, ATPase component	338
2755610773	283	34.75	1	279	3	276	4.0e-56	211	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	281
2755610774	293	36.86	2	292	1	292	7.0e-59	220	COG1175	ABC-type sugar transport system, permease component	295
2755610775	434	25.12	1	428	10	433	2.0e-43	170	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2755610776	1293	23.87	874	1273	1	388	2.0e-46	182	COG0247	Fe-S oxidoreductase	388
2755610777	145	22.79	6	132	3	136	3.0e-17	81.2	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
2755610778	136	55	7	126	1	120	2.0e-41	161	COG3536	Uncharacterized conserved protein, DUF971 family	120
2755610779	252	52.52	17	251	1	237	5.0e-78	284	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2755610780	320	24.4	53	320	3	281	1.0e-18	87.4	COG4395	Predicted lipid-binding transport protein, Tim44 family	281
2755610782	521	43.87	1	517	4	514	0.0e+00	472	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	517
2755610783	500	26.21	1	466	4	474	4.0e-47	182	COG0591	Na+/proline symporter	493
2755610784	397	51.53	16	396	13	395	1.0e-129	456	COG0126	3-phosphoglycerate kinase	395
2755610785	477	52.1	1	473	2	474	0.0e+00	547	COG0469	Pyruvate kinase	477
2755610786	354	46.06	1	329	1	286	2.0e-100	359	COG0191	Fructose/tagatose bisphosphate aldolase	286
2755610787	301	33.45	9	301	1	247	7.0e-69	254	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase	247
2755610788	98	35.87	1	91	1	92	7.0e-13	65.7	COG2350	Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine	92
2755610789	296	39.38	1	292	25	301	2.0e-56	212	COG3118	Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains	304
2755610790	164	59.38	2	161	1	158	2.0e-50	191	COG0041	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	162
2755610791	392	45.87	14	386	1	367	4.0e-111	394	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	375
2755610792	331	43.69	7	210	12	210	8.0e-52	197	COG0009	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	211
2755610793	317	22.63	36	317	30	337	2.0e-12	67	COG3240	Phospholipase/lecithinase/hemolysin	370
2755610794	87	38.16	8	83	8	83	4.0e-13	66	COG4095	Uncharacterized conserved protein, contains PQ loop repeat	89
2755610795	473	31.56	11	472	3	466	2.0e-67	250	COG2027	D-alanyl-D-alanine carboxypeptidase	470
2755610796	236	36.94	10	224	2	218	6.0e-31	127	COG1214	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	220
2755610797	154	30.87	23	154	27	173	4.0e-18	84.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2755610798	294	42.27	101	282	9	201	8.0e-39	154	COG1573	Uracil-DNA glycosylase	202
2755610800	500	41.13	25	476	1	459	3.0e-90	326	COG0277	FAD/FMN-containing dehydrogenase	459
2755610801	288	28.23	4	287	1	291	1.0e-30	127	COG0583	DNA-binding transcriptional regulator, LysR family	297
2755610802	281	58.3	1	281	5	287	7.0e-117	413	COG0788	Formyltetrahydrofolate hydrolase	287
2755610803	311	35.55	13	309	1	297	4.0e-36	145	COG0583	DNA-binding transcriptional regulator, LysR family	297
2755610804	322	35.74	1	318	1	317	4.0e-65	241	COG3181	Tripartite-type tricarboxylate transporter, receptor component TctC	319
2755610805	458	26.98	12	430	2	426	9.0e-57	214	COG2079	2-methylcitrate dehydratase PrpD	453
2755610806	362	43.26	10	361	5	347	3.0e-94	338	COG0473	Isocitrate/isopropylmalate dehydrogenase	348
2755610807	329	36.75	1	327	1	326	7.0e-56	211	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2755610808	320	44.44	6	315	5	317	2.0e-84	306	COG1052	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	324
2755610809	334	38.41	25	331	1	305	1.0e-45	177	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2755610810	256	18.95	25	242	18	263	1.0e-05	43.7	COG1082	Sugar phosphate isomerase/epimerase	274
2755610811	253	61.57	5	246	1	240	8.0e-114	403	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2755610812	264	30.88	5	264	2	273	1.0e-30	126	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2755610813	217	43.98	1	215	7	222	4.0e-54	204	COG0765	ABC-type amino acid transport system, permease component	222
2755610814	223	47.17	9	219	10	221	2.0e-50	192	COG0765	ABC-type amino acid transport system, permease component	222
2755610815	344	36.42	12	344	1	333	4.0e-67	248	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2755610816	444	43.05	6	442	8	443	0.0e+00	473	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
2755610818	236	22.03	24	232	61	293	1.0e-17	83.5	COG3016	Uncharacterized iron-regulated protein	295
2755610819	351	30.99	10	347	12	345	3.0e-36	146	COG3180	Uncharacterized membrane protein AbrB, regulator of aidB expression	352
2755610822	259	34.14	9	257	1	246	5.0e-45	174	COG1414	DNA-binding transcriptional regulator, IclR family	246
2755610823	336	26.91	7	280	4	250	2.0e-35	143	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2755610824	598	34	5	596	2	594	1.0e-120	427	COG1164	Oligoendopeptidase F	598
2755610825	467	43.34	1	460	14	485	0.0e+00	472	COG0380	Trehalose-6-phosphate synthase	486
2755610826	600	28.01	13	594	18	606	8.0e-76	278	COG3387	Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family	612
2755610827	247	35.1	8	246	16	260	2.0e-44	172	COG1877	Trehalose-6-phosphatase	266
2755610828	137	52.21	1	136	2	137	3.0e-45	173	COG3565	Predicted dioxygenase of extradiol dioxygenase family	138
2755610829	264	34.76	31	261	25	255	7.0e-38	150	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2755610830	179	43.36	35	173	9	147	1.0e-25	109	COG2847	Copper(I)-binding protein	151
2755610832	420	26.01	10	419	13	386	2.0e-27	117	COG4398	Small ligand-binding sensory domain FIST	389
2755610834	650	31.05	413	599	3	189	2.0e-24	107	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2755610836	386	57.07	4	385	1	365	0.0e+00	516	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2755610837	344	55.94	8	342	5	346	5.0e-129	454	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
2755610838	687	51.63	12	679	24	676	0.0e+00	773	COG1200	RecG-like helicase	677
2755610839	317	30.29	1	305	1	287	2.0e-35	143	COG0583	DNA-binding transcriptional regulator, LysR family	297
2755610840	304	28.4	7	304	26	349	2.0e-46	179	COG2837	Periplasmic deferrochelatase/peroxidase EfeB	352
2755610841	287	39.3	1	284	4	288	4.0e-44	171	COG0382	4-hydroxybenzoate polyprenyltransferase	289
2755610842	258	44.88	1	253	12	264	2.0e-61	229	COG0345	Pyrroline-5-carboxylate reductase	266
2755610843	543	41.57	24	536	1	523	3.0e-124	439	COG0578	Glycerol-3-phosphate dehydrogenase	532
2755610844	122	71.31	1	122	1	122	1.0e-47	181	COG0093	Ribosomal protein L14	122
2755610845	105	54.81	1	102	2	103	7.0e-16	75.3	COG0198	Ribosomal protein L24	104
2755610846	179	62.57	1	179	1	179	2.0e-73	268	COG0094	Ribosomal protein L5	180
2755610847	101	55.74	41	101	1	61	1.0e-15	74.9	COG0199	Ribosomal protein S14	61
2755610848	131	59.54	1	130	1	131	1.0e-47	181	COG0096	Ribosomal protein S8	132
2755610849	177	52.54	1	176	1	176	5.0e-52	196	COG0097	Ribosomal protein L6P/L9E	178
2755610850	121	50.82	1	121	5	125	3.0e-26	110	COG0256	Ribosomal protein L18	125
2755610851	173	58.54	11	173	18	181	2.0e-53	201	COG0098	Ribosomal protein S5	181
2755610852	62	56.6	9	61	1	53	1.0e-12	65.1	COG1841	Ribosomal protein L30/L7E	55
2755610853	143	55.78	1	141	1	147	1.0e-28	119	COG0200	Ribosomal protein L15	152
2755610854	439	51.76	12	429	14	432	1.0e-124	440	COG0201	Preprotein translocase subunit SecY	436
2755610855	72	66.67	1	72	1	72	2.0e-25	107	COG0361	Translation initiation factor IF-1	75
2755610856	37	71.05	1	37	1	38	3.0e-04	37.1	COG0257	Ribosomal protein L36	38
2755610857	121	60.33	1	120	1	121	8.0e-39	152	COG0099	Ribosomal protein S13	121
2755610858	134	67.46	9	134	4	129	5.0e-45	173	COG0100	Ribosomal protein S11	129
2755610859	207	58.45	2	207	2	205	4.0e-58	217	COG0522	Ribosomal protein S4 or related protein	205
2755610860	329	53.61	5	323	1	313	5.0e-97	348	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
2755610861	131	69.83	1	116	1	116	2.0e-44	171	COG0203	Ribosomal protein L17	116
2755610864	126	65.83	1	120	6	125	3.0e-44	170	COG3651	Uncharacterized conserved protein, DUF2237 family	125
2755610865	870	33.21	447	716	58	334	1.0e-30	129	COG0642	Signal transduction histidine kinase	336
2755610869	379	38.95	9	378	6	385	4.0e-83	301	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2755610870	260	35.91	1	257	4	257	7.0e-42	164	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2755610872	678	55.44	1	671	1	644	0.0e+00	782	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2755610873	306	36.3	34	306	44	324	3.0e-57	215	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2755610875	93	30.77	1	89	1	91	1.0e-14	71.1	COG4680	mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module	98
2755610876	145	36.21	26	140	5	119	1.0e-14	72.7	COG5499	Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain	120
2755610877	169	38.82	16	163	4	154	3.0e-24	104	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2755610878	78	40.35	18	74	2	57	6.0e-10	55.8	COG3313	Predicted Fe-S protein YdhL, DUF1289 family	74
2755610879	210	31.63	2	191	8	203	9.0e-21	93.5	COG3917	2-hydroxychromene-2-carboxylate isomerase	203
2755610880	609	32.52	1	603	4	607	8.0e-112	398	COG2905	Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	610
2755610882	161	26.03	18	161	6	130	2.0e-08	52.2	COG0251	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	130
2755610883	371	29.11	78	369	13	259	1.0e-37	150	COG1237	Metal-dependent hydrolase, beta-lactamase superfamily II	259
2755610884	206	36.82	2	200	1	201	3.0e-41	161	COG1999	Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family	207
2755610885	576	54.03	33	568	1	529	0.0e+00	497	COG4147	Na+(or H+)/acetate symporter ActP	529
2755610886	102	50	1	102	1	102	6.0e-28	115	COG3162	Uncharacterized membrane protein, DUF485 family	102
2755610887	1902	42.4	1	984	1	932	0.0e+00	1097	COG0178	Excinuclease UvrABC ATPase subunit	935
2755610888	296	21.13	48	289	6	261	4.0e-16	79	COG0561	Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases	264
2755610889	545	55.7	3	536	2	528	0.0e+00	720	COG4108	Peptide chain release factor RF-3	528
2755610890	368	43.24	15	307	4	297	6.0e-79	287	COG3285	Eukaryotic-type DNA primase	299
2755610891	384	31.27	1	376	109	435	6.0e-53	201	COG1793	ATP-dependent DNA ligase	444
2755610892	475	54.74	7	467	1	420	0.0e+00	624	COG0499	S-adenosylhomocysteine hydrolase	420
2755610893	246	51.43	2	246	4	243	5.0e-72	264	COG1189	Predicted rRNA methylase YqxC, contains S4 and FtsJ domains	245
2755610894	287	37.14	12	287	12	289	3.0e-67	248	COG0685	5,10-methylenetetrahydrofolate reductase	291
2755610895	219	41.15	1	219	1	213	5.0e-43	167	COG3047	Outer membrane protein W	213
2755610896	360	28.98	1	276	1	266	2.0e-43	170	COG1018	Ferredoxin-NADP reductase	266
2755610897	165	34.74	6	96	15	108	9.0e-18	83	COG2151	Metal-sulfur cluster biosynthetic enzyme	111
2755610898	261	42.08	6	261	21	265	1.0e-52	200	COG3396	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	265
2755610899	97	59.22	5	97	7	109	2.0e-30	123	COG3460	1,2-phenylacetyl-CoA epoxidase, PaaB subunit	117
2755610900	338	47.57	38	303	1	265	3.0e-91	328	COG3396	1,2-phenylacetyl-CoA epoxidase, catalytic subunit	265
2755610901	342	20.87	8	342	3	354	1.0e-23	103	COG3203	Outer membrane protein (porin)	354
2755610902	172	31.51	27	171	62	207	3.0e-24	104	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	207
2755610903	301	45.61	3	298	2	274	3.0e-76	278	COG2961	23S rRNA A2030 N6-methylase RlmJ	279
2755610904	142	61.54	1	142	1	143	9.0e-53	198	COG0102	Ribosomal protein L13	148
2755610905	130	59.23	1	130	1	130	4.0e-45	173	COG0103	Ribosomal protein S9	130
2755610907	133	35	4	123	16	131	2.0e-24	104	COG1664	Cytoskeletal protein CcmA, bactofilin family	146
2755610908	121	55.05	12	120	1	109	5.0e-39	152	COG0316	Fe-S cluster assembly iron-binding protein IscA	110
2755610909	367	48.92	1	367	3	370	7.0e-93	334	COG2377	1,6-Anhydro-N-acetylmuramate kinase	371
2755610910	457	34.29	203	408	48	257	2.0e-32	133	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2755610911	410	42.78	24	409	12	400	2.0e-118	419	COG0162	Tyrosyl-tRNA synthetase	401
2755610912	304	32.38	17	296	17	295	1.0e-52	200	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) transporter	304
2755610913	146	56.03	1	141	1	141	5.0e-52	196	COG1490	D-Tyr-tRNAtyr deacylase	145
2755610914	172	37.88	50	172	20	150	1.0e-27	115	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	153
2755610915	315	52.8	6	315	17	338	5.0e-102	364	COG1702	Phosphate starvation-inducible protein PhoH, predicted ATPase	348
2755610916	191	52	1	189	1	200	2.0e-57	215	COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit	201
2755610917	351	72.34	15	343	3	330	0.0e+00	522	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2755610918	581	32.77	1	225	8	240	4.0e-27	116	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	271
2755610919	390	31.59	5	379	2	363	8.0e-47	181	COG3616	D-serine deaminase, pyridoxal phosphate-dependent	368
2755610920	213	41.18	3	204	2	203	9.0e-41	159	COG0406	Broad specificity phosphatase PhoE	208
2755610922	296	31.15	15	271	1	253	7.0e-47	181	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2755610925	122	31.31	7	104	3	100	2.0e-13	67.9	COG1539	Dihydroneopterin aldolase	121
2755610926	258	33.47	5	243	4	250	5.0e-24	104	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2755610927	364	37.57	12	347	3	359	5.0e-74	271	COG1565	SAM-dependent methyltransferase, MidA family	370
2755610929	307	35.53	1	294	7	292	4.0e-35	142	COG1940	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	314
2755610930	416	35.86	1	376	23	392	3.0e-72	266	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2755610931	227	29.25	10	216	7	211	2.0e-22	99.5	COG0625	Glutathione S-transferase	211
2755610932	664	29.45	359	643	7	296	1.0e-23	105	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	296
2755610933	195	30.15	3	192	1	189	8.0e-27	113	COG0212	5-formyltetrahydrofolate cyclo-ligase	191
2755610934	327	30.79	17	313	5	297	3.0e-30	126	COG0583	DNA-binding transcriptional regulator, LysR family	297
2755610936	199	25.89	1	197	2	193	1.0e-08	53.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2755610937	329	21.18	28	275	19	252	3.0e-12	66.4	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2755610939	466	53.12	6	465	5	459	0.0e+00	584	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	460
2755610940	163	35.06	7	160	6	154	1.0e-23	102	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2755610941	616	52.27	1	616	1	597	0.0e+00	762	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2755610946	494	32.7	113	270	2	157	7.0e-19	89	COG3436	Transposase	157
2755610949	259	34.29	2	233	4	248	6.0e-29	121	COG1235	Phosphoribosyl 1,2-cyclic phosphodiesterase	269
2755610950	365	31.25	14	357	9	334	2.0e-53	203	COG3317	Uncharacterized lipoprotein	342
2755610951	295	50.34	1	294	2	296	9.0e-90	323	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2755610952	182	23.24	11	176	39	223	7.0e-05	40.6	COG0500	SAM-dependent methyltransferase	257
2755610954	448	22.75	78	432	36	381	8.0e-12	65.6	COG2814	Predicted arabinose efflux permease, MFS family	394
2755610955	658	42.36	7	658	1	635	0.0e+00	729	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2755610956	186	21.51	10	179	2	187	2.0e-10	58.8	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2755610958	776	40.55	18	771	10	741	0.0e+00	705	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2755610960	299	32.61	5	274	2	270	5.0e-36	145	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
