id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
rxn10307_c0	=	Cytosol_0	Ga0182879_1062126	palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0		-40.8		(24)  cpd00037[c0] + (1)  cpd15746[c0] <=> (24)  cpd00014[c0] + (1)  cpd15764[c0]	(24)  UDP-N-acetylglucosamine_c0[c0] + (1)  Palmitoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Palmitoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine_c0[c0]				
rxn05617_c0	=	Cytosol_0	(Unknown and Unknown and Ga0182879_108221 and Unknown and Unknown)	mannitol transport via PEP:Pyr PTS_c0		-9.11		(1)  cpd00061[c0] + (1)  cpd00314[e0] <=> (1)  cpd00020[c0] + (1)  cpd00491[c0]	(1)  Phosphoenolpyruvate_c0[c0] + (1)  D-Mannitol_e0[e0] <=> (1)  Pyruvate_c0[c0] + (1)  D-mannitol-1-phosphate_c0[c0]	MNLpts			
rxn03852_c0	=	Cytosol_0	Ga0182879_10248	UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase_c0	2.4.1.187	-1.7		(1)  cpd00861[c0] + (1)  cpd00946[c0] <=> (1)  cpd00014[c0] + (1)  cpd02967[c0]	(1)  UDP-N-acetyl-D-mannosamine_c0[c0] + (1)  Undecaprenyl diphospho N-acetyl-glucosamine_c0[c0] <=> (1)  UDP_c0[c0] + (1)  N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol_c0[c0]		R05566		Biosynthesis|Cell-Structure-Biosynthesis|TEICHOICACID-PWY
rxn12638_c0	>	Cytosol_0	Ga0182879_107411	methionyl aminopeptidase_c0		-93.58		(1)  cpd00001[c0] + (1)  cpd11588[c0] => (1)  cpd00033[c0] + (1)  cpd00129[c0]	(1)  H2O_c0[c0] + (1)  gly-pro-L_c0[c0] => (1)  Glycine_c0[c0] + (1)  L-Proline_c0[c0]	MEAMP1(gly-pro-L)			
rxn03639_c0	=	Cytosol_0	Ga0182879_10116	R05334_c0		-24.02		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd01766[c0] <=> (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd07859[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  N-Methylputrescine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  4-Methylaminobutanal_c0[c0]		R05334		ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn02268_c0	>	Cytosol_0	(Ga0182879_100824 or Ga0182879_10312 or Ga0182879_101454)	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase_c0		-76.7937		(1)  cpd00007[c0] + (2)  cpd00760[c0] => (2)  cpd00001[c0] + (2)  cpd02125[c0]	(1)  O2_c0[c0] + (2)  2-Methylbutyryl-CoA_c0[c0] => (2)  H2O_c0[c0] + (2)  Tiglyl-CoA_c0[c0]				
rxn05127_c0	>	Cytosol_0	Ga0182879_1051117	R07418_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd11341[c0] => (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd11408[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  gamma-glutamyl-gamma-butyraldehyde_c0[c0] => (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  gamma-Glutamyl-GABA_c0[c0]	GGGABADr	R07418	Arginine and proline metabolism	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn01445_c0	>	Cytosol_0	Ga0182879_103717	2'-Deoxyguanosine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00296[c0] => (1)  cpd00009[c0] + (1)  cpd00277[c0]	(1)  H2O_c0[c0] + (1)  dGMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Deoxyguanosine_c0[c0]	NTD8	R01968	Purine metabolism	
rxn05248_c0	>	Cytosol_0	(Ga0182879_109853 or Ga0182879_10856 or Ga0182879_10641 or Ga0182879_10585 or Ga0182879_100412 or Ga0182879_10483 or Ga0182879_105886 or Ga0182879_10373 or Ga0182879_100110)	FACOAL150(anteiso)_c0		-2.486		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11438[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11439[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  fa4_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  fa4coa_c0[c0]				
rxn05539_c0	>	Cytosol_0	(Ga0182879_109371 or (Ga0182879_101319 or Ga0182879_104910) or (Ga0182879_109372 or Ga0182879_104911) or Ga0182879_109368)	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01017[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd01017[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cys-Gly_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Cys-Gly_c0[c0]	DIPEPabc15			
rxn05461_c0	=	Cytosol_0	(Ga0182879_10642 or Ga0182879_10484 or Ga0182879_10748 or Ga0182879_106128 or Ga0182879_109832 or Ga0182879_105845)	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11570[c0] <=> (1)  cpd00006[c0] + (1)  cpd11571[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxooctodecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  3-Hydroxyoctodecanoyl-ACP_c0[c0]				
rxn07312_c0	=	Cytosol_0	Ga0182879_110417	R07481_c0		-19.86		(1)  cpd00017[c0] + (1)  cpd01306[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd05727[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Cycloartenol_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  24-Methylenecycloartanol_c0[c0]		R07481	Steroid biosynthesis	Biosynthesis|Lipid-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn02159_c0	=	Cytosol_0	(Ga0182879_106272 or Ga0182879_106272)	L-Histidinol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00641[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd01324[c0]	(1)  NAD_c0[c0] + (1)  L-Histidinol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Histidinal_c0[c0]		R03012	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn01111_c0	=	Cytosol_0	Ga0182879_102815	ATP:D-ribulose-5-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00171[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00871[c0]	(1)  ATP_c0[c0] + (1)  D-Ribulose5-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Ribulose 1,5-bisphosphate_c0[c0]	PRKIN	R01523	Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|Photosynthesis
rxn10222_c0	=	Cytosol_0	Ga0182879_10126	isotetradecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15679[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15685[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0]				
rxn00269_c0	>	Cytosol_0	Ga0182879_102318	glycine:oxygen oxidoreductase (deaminating)_c0		-21.56		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00033[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00040[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  Glycine_c0[c0] => (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  Glyoxalate_c0[c0]	GLYO1	R00366	Glycine, serine and threonine metabolism	
rxn02791_c0	=	Cytosol_0	(Ga0182879_101696 or Ga0182879_10706)	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase_c0		0.46		(1)  cpd00023[c0] + (1)  cpd01651[c0] <=> (1)  cpd00001[c0] + (1)  cpd03407[c0]	(1)  L-Glutamate_c0[c0] + (1)  L-3-Cyanoalanine_c0[c0] <=> (1)  H2O_c0[c0] + (1)  gamma-Glutamyl-beta-cyanoalanine_c0[c0]		R03970	Cyanoamino acid metabolism	
rxn05466_c0	=	Cytosol_0	Ga0182879_106620	TRANS-RXN-173.ce_c0		0		(1)  cpd00013[e0] <=> (1)  cpd00013[c0]	(1)  NH3_e0[e0] <=> (1)  NH3_c0[c0]	NH3t			
rxn00917_c0	>	Cytosol_0	Ga0182879_101336	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0		-23.14		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00497[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00023[c0] + (3)  cpd00067[c0] + (1)  cpd00126[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  XMP_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Glutamate_c0[c0] + (3)  H+_c0[c0] + (1)  GMP_c0[c0]	GMPS2	R01231	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn00300_c0	>	Cytosol_0	Ga0182879_102518	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0	3.5.4.25	-37.6		(3)  cpd00001[c0] + (1)  cpd00038[c0] => (1)  cpd00012[c0] + (1)  cpd00047[c0] + (3)  cpd00067[c0] + (1)  cpd00957[c0]	(3)  H2O_c0[c0] + (1)  GTP_c0[c0] => (1)  PPi_c0[c0] + (1)  Formate_c0[c0] + (3)  H+_c0[c0] + (1)  2,5-Diamino-6-(5'-phosphoribosylamino) -4-pyrimidineone_c0[c0]	GTPCII2	R00425	Riboflavin metabolism	Biosynthesis|Cofactor-Biosynthesis|Flavin-Biosynthesis|RIBOSYN2-PWY|Vitamin-Biosynthesis
rxn01925_c0	=	Cytosol_0	Ga0182879_10254	2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase_c0		0		(1)  cpd00449[c0] + (1)  cpd00481[c0] <=> (1)  cpd00010[c0] + (1)  cpd02700[c0]	(1)  Dihydrolipoamide_c0[c0] + (1)  Isobutyryl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  S-(2-Methylpropionyl) -dihydrolipoamide_c0[c0]		R02662	Valine, leucine and isoleucine degradation	
rxn01157_c0	=	Cytosol_0	Ga0182879_10563	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)_c0	4.2.1.48	-2.68		(1)  cpd00186[c0] <=> (1)  cpd00001[c0] + (1)  cpd01512[c0]	(1)  D-Glutamate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  5-Oxo-D-proline_c0[c0]		R01583	D-Glutamine and D-glutamate metabolism	
rxn05957_c0	>	Cytosol_0	(Ga0182879_110412 or Ga0182879_104950)	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0		-1.88		(1)  cpd00239[c0] + (1)  cpd00822[c0] => (1)  cpd00036[c0] + (1)  cpd00135[c0]	(1)  H2S_c0[c0] + (1)  O-Succinyl-L-homoserine_c0[c0] => (1)  Succinate_c0[c0] + (1)  Homocysteine_c0[c0]	SHSL2	R01288	Cysteine and methionine metabolism	
rxn08551_c0	>	Cytosol_0	(Unknown and Ga0182879_104923)	glycerol-3-phosphate acyltransferase (C18:0)_c0		-3.61		(1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15268[c0] => (1)  cpd11493[c0] + (1)  cpd15329[c0]	(1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Octadecanoyl-ACP_c0[c0] => (1)  ACP_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0]	G3PAT180			
rxn10314_c0	=	Cytosol_0	Ga0182879_1062126	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0		-40.8		(24)  cpd00037[c0] + (1)  cpd15753[c0] <=> (24)  cpd00014[c0] + (1)  cpd15771[c0]	(24)  UDP-N-acetylglucosamine_c0[c0] + (1)  Anteisopentadecanoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Anteisopentadecanoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine_c0[c0]				
rxn06078_c0	>	Cytosol_0	(Ga0182879_104950 or Ga0182879_110412)	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0				(1)  cpd00268[c0] + (1)  cpd00790[c0] + (1)  cpd11421[c0] => (1)  cpd00029[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd00135[c0] + (1)  cpd11420[c0]	(1)  H2S2O3_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] + (1)  trdrd_c0[c0] => (1)  Acetate_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  Homocysteine_c0[c0] + (1)  trdox_c0[c0]		R02026	Cysteine and methionine metabolism	
rxn05607_c0	=	Cytosol_0	(Unknown and Unknown and Unknown and Ga0182879_108221)	maltose transport via PEP:Pyr PTS_c0		-9.11		(1)  cpd00061[c0] + (1)  cpd00179[e0] <=> (1)  cpd00020[c0] + (1)  cpd01919[c0]	(1)  Phosphoenolpyruvate_c0[c0] + (1)  Maltose_e0[e0] <=> (1)  Pyruvate_c0[c0] + (1)  maltose-6-phosphate_c0[c0]	MALTpts			
rxn10181_c0	=	Cytosol_0	Ga0182879_102814	NMN permease (periplasm)_c0		0		(1)  cpd00355[e0] <=> (1)  cpd00355[c0]	(1)  Nicotinamide ribonucleotide_e0[e0] <=> (1)  Nicotinamide ribonucleotide_c0[c0]	NMNP			
rxn00798_c0	=	Cytosol_0	Ga0182879_1051124	D-ribose aldose-ketose-isomerase_c0		0.67		(1)  cpd00105[c0] <=> (1)  cpd00258[c0]	(1)  D-Ribose_c0[c0] <=> (1)  D-Ribulose_c0[c0]		R01081		
rxn03245_c0	=	Cytosol_0	(Ga0182879_103914 or Ga0182879_101328 or Ga0182879_101442 or Ga0182879_109359 or Ga0182879_103046 or Ga0182879_103039 or Ga0182879_103738 or Ga0182879_109833 or Ga0182879_101437 or Ga0182879_101463 or Ga0182879_105885)	(S)-Hydroxydecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03118[c0] <=> (1)  cpd00001[c0] + (1)  cpd03129[c0]	(1)  (S) -Hydroxydecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Decenoyl-CoA_c0[c0]	ECOAH4	R04744	Fatty acid elongation|Fatty acid degradation	
rxn11946_c0	=	Cytosol_0	Ga0182879_10262	R05614_c0		-4.36		(1)  cpd00017[c0] + (1)  cpd03449[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd15560[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinone-8_c0[c0]		R05614	Ubiquinone and other terpenoid-quinone biosynthesis	
rxn01504_c0	=	Cytosol_0	(Ga0182879_10313 or Ga0182879_10313)	(S)-3-Hydroxy-3-methylglutaryl-CoA hydro-lyase (trans-3-methylglutaconyl-CoA-forming)_c0		3.02		(1)  cpd00292[c0] <=> (1)  cpd00001[c0] + (1)  cpd02068[c0]	(1)  HMG-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  3-Methylglutaconyl-CoA_c0[c0]	MGCH	R02085	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Degradation|LEU-DEG2-PWY|LEUCINE-DEG
rxn00907_c0	=	Cytosol_0	(Ga0182879_104799 and Ga0182879_104799)	5,10-methylenetetrahydrofolate:NADP+ oxidoreductase_c0		1.92		(1)  cpd00006[c0] + (1)  cpd00125[c0] <=> (1)  cpd00005[c0] + (1)  cpd00347[c0]	(1)  NADP_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0]	ADE3_1	R01220	One carbon pool by folate|Carbon fixation pathways in prokaryotes	1CMET2-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|CODH-PWY|Carbohydrates-Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|Formaldehyde-Oxidation|Gluconeogenesis|NUCLEO-DEG|Purine-Degradation|Vitamin-Biosynthesis
rxn05458_c0	=	Cytosol_0	Ga0182879_101041	[Acyl-carrier-protein] acetyltransferase_c0		0		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd11476[c0] <=> (1)  cpd00134[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  hexadecanoyl-acp_c0[c0] <=> (1)  Palmitoyl-CoA_c0[c0] + (1)  ACP_c0[c0]	FAS1_7_c			
rxn05229_c0	>	Cytosol_0	(Ga0182879_10307 and Ga0182879_10308)	NCAIR synthetase and NCAIR mutase_c0		-4.654		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd02140[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02893[c0]	(1)  ATP_c0[c0] + (1)  H2CO3_c0[c0] + (1)  AIR_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0[c0]				
rxn02404_c0	>	Cytosol_0	Ga0182879_107638	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02730[c0] => (1)  cpd00009[c0] + (1)  cpd00875[c0]	(1)  H2O_c0[c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  KDO_c0[c0]	KDOPP	R03350	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02911_c0	=	Cytosol_0	(Ga0182879_105885 or Ga0182879_109833 or Ga0182879_101437 or Ga0182879_101463 or Ga0182879_103039 or Ga0182879_103738 or Ga0182879_109359 or Ga0182879_103046 or Ga0182879_101442 or Ga0182879_101328 or Ga0182879_103914)	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03116[c0] <=> (1)  cpd00001[c0] + (1)  cpd02060[c0]	(1)  (S) -3-Hydroxydodecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-CoA_c0[c0]	ECOAH5	R04170	Fatty acid elongation|Fatty acid degradation	
rxn02444_c0	=	Cytosol_0	Ga0182879_100513	3beta-Hydroxyandrost-5-en-17-one 3-sulfate sulfohydrolase_c0		-16.31		(1)  cpd00001[c0] + (1)  cpd02774[c0] <=> (1)  cpd00048[c0] + (1)  cpd00067[c0] + (1)  cpd00904[c0]	(1)  H2O_c0[c0] + (1)  Dehydroepiandrosterone sulfate_c0[c0] <=> (1)  Sulfate_c0[c0] + (1)  H+_c0[c0] + (1)  DHA_c0[c0]		R03404	Steroid hormone biosynthesis	
rxn01280_c0	=	Cytosol_0	(Ga0182879_106315 or Ga0182879_106315)	(R)-Glycerate:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00223[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00843[c0]	(1)  NAD_c0[c0] + (1)  Glycerate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Tartronate semialdehyde_c0[c0]	HOXPRx	R01745	Glyoxylate and dicarboxylate metabolism	Alcohol-Degradation|CARBOXYLATES-DEG|D-Galactarate-Degradation|D-Glucarate-Degradation|Degradation|GALACTARDEG-PWY|GLUCARDEG-PWY|GLUCARGALACTSUPER-PWY|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives
rxn07721_c0	=	Cytosol_0	Ga0182879_103173	hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside 5-O-glucoside-6'''-O-hydroxycinnamoyltransferase_c0		-3.61		(1)  cpd00270[c0] + (1)  cpd05546[c0] <=> (1)  cpd00010[c0] + (1)  cpd15088[c0]	(1)  Caffeoyl-CoA_c0[c0] + (1)  Cyanin_c0[c0] <=> (1)  CoA_c0[c0] + (1)  Cyanidin 3-glucoside 5-caffeoylglucoside_c0[c0]		R07931	Anthocyanin biosynthesis	
rxn01161_c0	=	Cytosol_0	Ga0182879_102616	N-Methyl-2-oxoglutaramate methylamidohydrolase_c0	3.5.1.36	-0.11		(1)  cpd00001[c0] + (1)  cpd02277[c0] <=> (1)  cpd00024[c0] + (1)  cpd00187[c0]	(1)  H2O_c0[c0] + (1)  N-Methyl-2-oxoglutaramate_c0[c0] <=> (1)  2-Oxoglutarate_c0[c0] + (1)  Methanamine_c0[c0]		R01587		
rxn12847_c0	=	Cytosol_0	Ga0182879_107411	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]				
rxn05410_c0	=	Cytosol_0	(Ga0182879_105845 or Ga0182879_109832 or Ga0182879_10748 or Ga0182879_106128 or Ga0182879_10484 or Ga0182879_10642)	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11546[c0] <=> (1)  cpd00006[c0] + (1)  cpd11547[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-pentanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-pentanoyl-ACP_c0[c0]				
rxn09320_c0	=	Cytosol_0	Ga0182879_109331	ATP:3'-dephospho-CoA 5-triphosphoribosyltransferase_c0	2.7.8.25	2.38		(1)  cpd00002[c0] + (1)  cpd00655[c0] <=> (1)  cpd00128[c0] + (1)  cpd15364[c0]	(1)  ATP_c0[c0] + (1)  Dephospho-CoA_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  2'-(5''-triphosphoribosyl) -3'-dephospho-CoA_c0[c0]	TPRDCOAS	R09675		Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn05535_c0	>	Cytosol_0	(Ga0182879_109371 or (Ga0182879_104910 or Ga0182879_101319) or (Ga0182879_109372 or Ga0182879_104911) or Ga0182879_109368)	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11591[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11591[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Gly-Met_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Gly-Met_c0[c0]	DIPEPabc11			
rxn09188_c0	=	Cytosol_0	Ga0182879_101529	Proline dehydrogenase_c0		-19.84		(1)  cpd00015[c0] + (1)  cpd00129[c0] <=> (1)  cpd00982[c0] + (1)  cpd02431[c0]	(1)  FAD_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  FADH2_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	PRO1z			
rxn10208_c0	>	Cytosol_0	(Ga0182879_104923 and Unknown)	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11437[c0] => (1)  cpd00010[c0] + (1)  cpd15674[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa3coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn04068_c0	=	Cytosol_0	Ga0182879_102830	Glycocholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01318[c0] <=> (1)  cpd00033[c0] + (1)  cpd00526[c0]	(1)  H2O_c0[c0] + (1)  Glycocholate_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  Cholate_c0[c0]		R05835	Primary bile acid biosynthesis	Degradation|Other-Degradation
rxn05422_c0	=	Cytosol_0	(Ga0182879_105845 or Ga0182879_10642 or Ga0182879_10484 or Ga0182879_10748 or Ga0182879_106128 or Ga0182879_109832)	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11558[c0] <=> (1)  cpd00006[c0] + (1)  cpd11559[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-3-oxo-undecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  10-methyl-3-hydroxy-undecanoyl-ACP_c0[c0]				
