gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2727814279	1057	966	1054	2	67	3.6e-08	33.4	pfam01627	Hpt	85
2727814280	235	9	116	2	111	5.2e-15	55.5	pfam00072	Response_reg	112
2727814280	235	143	235	3	97	7.6e-15	54.8	pfam04397	LytTR	98
2727814281	521	6	206	2	201	5.4e-37	127	pfam12072	DUF3552	201
2727814281	521	212	272	10	48	6.4e-05	22.6	pfam00013	KH_1	66
2727814281	521	337	482	3	118	7.4e-18	64.8	pfam01966	HD	122
2727814282	99	7	95	1	88	1.6e-10	41.1	pfam05164	ZapA	88
2727814284	804	48	153	1	95	1.9e-23	82.2	pfam01588	tRNA_bind	96
2727814284	804	227	401	1	173	2.2e-56	190.1	pfam03483	B3_4	174
2727814284	804	421	487	2	67	2.2e-13	50.2	pfam03484	B5	67
2727814284	804	710	803	2	94	4.6e-27	94.1	pfam03147	FDX-ACB	94
2727814285	520	27	130	2	102	3.1e-29	100.9	pfam00772	DnaB	103
2727814285	520	204	468	1	256	2.5e-104	348	pfam03796	DnaB_C	256
2727814289	104	5	93	7	89	3.2e-07	30.7	pfam05016	ParE_toxin	90
2727814290	232	17	231	2	225	1.5e-57	194.4	pfam04452	Methyltrans_RNA	226
2727814291	533	237	288	21	55	1.8e-05	24.7	pfam01471	PG_binding_1	57
2727814291	533	315	486	2	142	6.3e-31	107.6	pfam03734	YkuD	146
2727814292	487	102	202	1	85	2.5e-16	59.8	pfam01139	RtcB	412
2727814292	487	204	469	137	409	3.3e-65	220.7	pfam01139	RtcB	412
2727814294	365	134	307	2	177	1.8e-27	96.4	pfam01145	Band_7	178
2727814297	161	18	160	4	140	8.3e-36	122.9	pfam04308	RNaseH_like	145
2727814298	389	213	334	1	130	1.0e-09	38.8	pfam00004	AAA	132
2727814306	900	401	465	12	65	6.4e-10	38.6	pfam00801	PKD	71
2727814306	900	812	898	2	85	7.3e-18	64.3	pfam13585	CHU_C	86
2727814307	428	5	181	10	191	1.1e-22	80.9	pfam02550	AcetylCoA_hydro	198
2727814307	428	268	420	1	153	5.4e-61	204.9	pfam13336	AcetylCoA_hyd_C	154
2727814308	324	29	223	1	193	2.2e-70	236.3	pfam06267	DUF1028	193
2727814309	238	3	233	1	247	1.0e-91	306.7	pfam07505	DUF5131	247
2727814311	384	100	280	1	165	2.8e-14	53.7	pfam04055	Radical_SAM	167
2727814312	213	31	187	4	148	6.2e-13	48.8	pfam13563	2_5_RNA_ligase2	152
2727814314	169	59	126	3	67	1.9e-07	30.8	pfam00717	Peptidase_S24	70
2727814315	426	5	152	1	149	6.1e-31	107.3	pfam00817	IMS	150
2727814315	426	244	363	8	111	1.6e-10	41.6	pfam11799	IMS_C	118
2727814315	426	375	425	3	51	1.3e-15	57.1	pfam13438	DUF4113	51
2727814316	237	7	200	1	190	1.9e-51	174.2	pfam00106	adh_short	195
2727814317	307	56	279	1	212	2.9e-43	148.4	pfam01904	DUF72	218
2727814318	341	8	337	2	323	1.2e-123	412	pfam06723	MreB_Mbl	327
2727814319	258	91	239	1	149	3.6e-35	120.9	pfam04085	MreC	150
2727814321	696	50	221	3	176	2.3e-27	96.4	pfam03717	PBP_dimer	180
2727814321	696	256	590	1	302	1.6e-59	201.5	pfam00905	Transpeptidase	306
2727814322	444	195	441	149	357	1.8e-46	158.7	pfam01098	FTSW_RODA_SPOVE	359
2727814323	246	37	219	9	150	2.3e-10	40.7	pfam00753	Lactamase_B	197
2727814326	181	25	93	2	69	2.1e-14	52.9	pfam04542	Sigma70_r2	71
2727814326	181	121	174	3	54	2.7e-14	52.5	pfam08281	Sigma70_r4_2	54
2727814328	206	35	180	2	101	6.5e-17	61.8	pfam00730	HhH-GPD	108
2727814329	219	76	217	47	123	3.3e-22	78.6	pfam05430	Methyltransf_30	124
2727814330	141	27	135	1	107	6.1e-08	32.9	pfam14534	DUF4440	107
2727814331	300	49	248	2	175	2.7e-27	95.8	pfam01145	Band_7	178
2727814334	325	201	297	2	96	1.7e-32	111.4	pfam01551	Peptidase_M23	96
2727814335	916	22	414	1	374	0.0e+00	529.4	pfam01411	tRNA-synt_2c	552
2727814335	916	417	595	371	549	2.2e-33	115.5	pfam01411	tRNA-synt_2c	552
2727814335	916	692	736	1	44	3.4e-13	49.3	pfam07973	tRNA_SAD	44
2727814335	916	842	914	4	69	9.5e-06	25.4	pfam02272	DHHA1	70
2727814336	480	9	292	1	273	1.9e-108	361.9	pfam02934	GatB_N	273
2727814336	480	331	479	2	148	2.7e-32	111.6	pfam02637	GatB_Yqey	148
2727814337	373	13	119	3	100	5.1e-09	36.6	pfam14289	DUF4369	101
2727814337	373	261	354	1	95	6.9e-20	71	pfam13905	Thioredoxin_8	95
2727814339	504	25	246	1	190	1.2e-26	94.1	pfam14322	SusD-like_3	190
2727814339	504	358	504	152	296	1.9e-15	57.1	pfam07980	SusD	298
2727814341	800	25	106	1	88	4.7e-15	55.2	pfam13715	CarbopepD_reg_2	88
2727814341	800	114	222	6	108	7.5e-19	68.2	pfam07715	Plug	108
2727814341	800	431	799	12	327	4.5e-27	95.9	pfam00593	TonB_dep_Rec	461
2727814342	530	24	244	25	190	2.5e-17	63.7	pfam14322	SusD-like_3	190
2727814342	530	294	530	112	298	9.8e-30	104	pfam07980	SusD	298
2727814343	1041	25	106	1	88	6.8e-16	57.9	pfam13715	CarbopepD_reg_2	88
2727814343	1041	113	231	2	108	1.9e-19	70.1	pfam07715	Plug	108
2727814343	1041	359	1040	14	460	3.4e-30	106.2	pfam00593	TonB_dep_Rec	461
2727814344	545	280	544	159	289	7.9e-07	28.8	pfam07980	SusD	298
2727814345	1069	24	102	1	88	1.9e-13	50.1	pfam13715	CarbopepD_reg_2	88
2727814345	1069	110	221	2	108	1.1e-16	61.1	pfam07715	Plug	108
2727814346	494	27	242	3	189	1.2e-23	84.3	pfam14322	SusD-like_3	190
2727814346	494	352	494	145	298	4.5e-23	82.2	pfam07980	SusD	298
2727814347	1015	26	107	1	88	3.6e-15	55.6	pfam13715	CarbopepD_reg_2	88
2727814347	1015	114	241	1	108	2.6e-20	72.9	pfam07715	Plug	108
2727814347	1015	414	1014	12	460	1.4e-21	77.8	pfam00593	TonB_dep_Rec	461
2727814348	769	52	402	48	302	2.5e-18	66	pfam03176	MMPL	333
2727814348	769	432	767	75	299	6.9e-11	41.5	pfam03176	MMPL	333
2727814349	414	81	214	1	133	3.4e-28	98.5	pfam04116	FA_hydroxylase	133
2727814350	227	35	182	14	123	2.9e-10	40	pfam00578	AhpC-TSA	124
2727814352	379	1	64	5	74	7.9e-12	45.3	pfam03144	GTP_EFTU_D2	74
2727814352	379	77	151	1	73	1.9e-33	114.2	pfam14492	EFG_II	75
2727814352	379	152	278	1	121	1.6e-36	124.6	pfam03764	EFG_IV	121
2727814352	379	280	367	1	88	8.0e-30	102.6	pfam00679	EFG_C	89
2727814353	444	152	319	286	370	4.1e-06	25.5	pfam00501	AMP-binding	423
2727814354	101	6	100	1	98	2.8e-36	123.5	pfam00338	Ribosomal_S10	98
2727814355	195	69	174	204	288	5.7e-13	48.4	pfam00297	Ribosomal_L3	369
2727814356	209	17	206	1	191	1.4e-60	204.1	pfam00573	Ribosomal_L4	192
2727814357	99	5	95	2	85	2.5e-29	101.3	pfam00276	Ribosomal_L23	86
2727814358	279	42	118	1	77	7.9e-31	105.7	pfam00181	Ribosomal_L2	77
2727814358	279	125	249	2	126	3.0e-52	176	pfam03947	Ribosomal_L2_C	126
2727814359	89	3	84	1	81	8.2e-35	118.4	pfam00203	Ribosomal_S19	81
2727814360	114	7	111	2	101	2.1e-27	95.4	pfam00237	Ribosomal_L22	102
2727814361	253	38	112	1	78	1.8e-17	62.8	pfam07650	KH_2	78
2727814361	253	121	203	1	83	6.6e-34	116.1	pfam00189	Ribosomal_S3_C	83
2727814362	139	4	132	1	132	1.6e-49	167.1	pfam00252	Ribosomal_L16	132
2727814363	69	10	66	2	57	1.3e-14	53.7	pfam00831	Ribosomal_L29	57
2727814364	85	12	79	1	68	3.7e-34	116.5	pfam00366	Ribosomal_S17	68
2727814365	122	1	122	1	122	1.9e-54	182.8	pfam00238	Ribosomal_L14	122
2727814366	112	48	111	1	65	5.9e-25	87.3	pfam17136	ribosomal_L24	65
2727814367	189	30	86	1	57	3.7e-23	81.5	pfam00281	Ribosomal_L5	57
2727814367	189	90	183	1	94	4.7e-41	138.7	pfam00673	Ribosomal_L5_C	94
2727814368	89	35	88	2	54	2.5e-27	94.3	pfam00253	Ribosomal_S14	54
2727814369	132	4	132	1	126	5.8e-49	165.1	pfam00410	Ribosomal_S8	127
2727814370	184	11	83	1	76	1.6e-19	70.2	pfam00347	Ribosomal_L6	76
2727814370	184	91	170	1	75	2.3e-15	56.9	pfam00347	Ribosomal_L6	76
2727814371	117	2	117	2	116	7.2e-43	145.5	pfam00861	Ribosomal_L18p	116
2727814372	172	16	80	1	65	7.0e-30	102.7	pfam00333	Ribosomal_S5	65
2727814372	172	91	162	3	72	6.4e-29	99.1	pfam03719	Ribosomal_S5_C	72
2727814373	60	4	54	1	52	1.5e-19	69.6	pfam00327	Ribosomal_L30	52
2727814374	149	27	147	1	120	7.2e-32	110.5	pfam00828	Ribosomal_L27A	121
2727814375	452	75	419	1	306	6.1e-106	354	pfam00344	SecY	307
2727814376	265	10	239	2	208	1.6e-49	168.3	pfam00557	Peptidase_M24	209
2727814377	412	5	406	2	408	5.3e-121	404	pfam03486	HI0933_like	409
2727814378	396	17	387	3	342	1.8e-98	329.9	pfam03702	AnmK	366
2727814379	447	15	442	8	405	8.2e-105	350.6	pfam00202	Aminotran_3	406
2727814380	174	4	89	2	82	8.1e-22	77	pfam08922	DUF1905	82
2727814380	174	95	154	3	59	4.6e-16	58.4	pfam13376	OmdA	60
2727814381	310	60	132	1	73	6.2e-19	67.6	pfam08331	DUF1730	73
2727814381	310	185	250	2	67	1.1e-18	67.7	pfam13484	Fer4_16	67
2727814382	675	72	230	35	137	7.7e-09	35.7	pfam12969	DUF3857	165
2727814382	675	318	426	9	72	2.1e-06	28	pfam01841	Transglut_core	113
2727814382	675	565	671	24	116	8.5e-08	32.1	pfam12970	DUF3858	116
2727814383	666	71	245	9	162	2.6e-11	43.8	pfam12969	DUF3857	165
2727814384	586	7	168	5	163	6.3e-21	75	pfam12969	DUF3857	165
2727814384	586	224	343	5	77	2.8e-07	30.8	pfam01841	Transglut_core	113
2727814384	586	488	582	25	113	3.2e-07	30.2	pfam12970	DUF3858	116
2727814385	170	90	166	1	65	2.2e-12	46.5	pfam04239	DUF421	107
2727814386	377	57	366	16	324	5.3e-48	163.8	pfam00144	Beta-lactamase	330
2727814387	864	17	69	1	50	7.5e-06	25.8	pfam02861	Clp_N	53
2727814387	864	99	145	6	52	2.0e-09	37.3	pfam02861	Clp_N	53
2727814387	864	202	340	2	127	6.5e-13	49.1	pfam00004	AAA	132
2727814387	864	595	766	1	171	1.3e-54	184.7	pfam07724	AAA_2	171
2727814387	864	772	852	1	79	6.4e-22	77.3	pfam10431	ClpB_D2-small	81
2727814388	183	12	174	3	166	2.6e-28	99.1	pfam13462	Thioredoxin_4	166
2727814389	100	3	73	1	69	1.5e-22	79	pfam00076	RRM_1	70
2727814390	164	18	153	2	134	7.0e-34	116.5	pfam14059	DUF4251	134
2727814391	260	155	259	1	101	7.8e-06	25.9	pfam07978	NIPSNAP	102
2727814393	135	3	130	20	100	7.6e-07	29.2	pfam14539	DUF4442	132
2727814394	467	18	203	6	150	5.4e-09	35.6	pfam16661	Lactamase_B_6	193
2727814394	467	255	380	1	110	1.2e-25	89.7	pfam10996	Beta-Casp	110
2727814394	467	393	458	2	62	4.7e-10	39.1	pfam07521	RMMBL	62
2727814395	209	11	131	1	120	4.2e-37	127.1	pfam02308	MgtC	121
2727814396	400	6	198	2	192	1.8e-82	275.4	pfam00926	DHBP_synthase	192
2727814396	400	207	373	3	163	2.7e-71	238.3	pfam00925	GTP_cyclohydro2	163
2727814397	1100	27	109	2	81	1.1e-15	57.5	pfam13620	CarboxypepD_reg	82
2727814398	1103	26	107	2	80	5.4e-14	52.1	pfam13620	CarboxypepD_reg	82
2727814398	1103	128	231	28	108	7.5e-05	23.1	pfam07715	Plug	108
2727814400	473	49	188	1	139	8.5e-44	148.5	pfam01565	FAD_binding_4	139
2727814400	473	224	469	2	250	1.5e-60	204.8	pfam02913	FAD-oxidase_C	250
2727814401	536	24	489	2	463	0.0e+00	714.5	pfam01293	PEPCK_ATP	465
2727814402	246	14	121	1	99	2.3e-17	63	pfam00072	Response_reg	112
2727814404	276	97	210	45	129	7.0e-11	41.9	pfam01380	SIS	132
2727814406	524	102	184	2	78	7.6e-09	35.6	pfam13180	PDZ_2	82
2727814406	524	202	366	2	157	6.8e-48	162.2	pfam03572	Peptidase_S41	166
2727814408	306	4	290	3	287	3.0e-59	200	pfam00701	DHDPS	289
2727814409	345	7	343	1	325	2.7e-120	401.2	pfam05544	Pro_racemase	325
2727814410	301	65	268	4	201	4.6e-21	75.1	pfam12706	Lactamase_B_2	201
2727814411	798	16	85	26	87	1.4e-21	75.7	pfam16334	DUF4964	88
2727814411	798	241	446	1	226	7.1e-38	130.5	pfam17168	DUF5127	227
2727814411	798	450	619	2	174	3.0e-67	225.5	pfam16335	DUF4965	174
2727814411	798	625	790	1	165	1.2e-58	198.1	pfam08760	DUF1793	166
2727814412	417	3	398	2	335	4.2e-60	204	pfam01266	DAO	336
2727814414	239	35	210	2	174	1.7e-38	132.2	pfam01507	PAPS_reduct	174
2727814415	303	30	257	2	174	4.8e-45	153.6	pfam01507	PAPS_reduct	174
2727814416	430	18	304	3	182	2.2e-41	141.4	pfam00009	GTP_EFTU	194
2727814417	276	4	215	1	205	4.2e-42	144.3	pfam00590	TP_methylase	212
2727814418	707	47	114	2	68	1.2e-17	63.4	pfam03460	NIR_SIR_ferr	69
2727814418	707	122	281	2	153	7.2e-28	97	pfam01077	NIR_SIR	159
2727814418	707	323	390	2	67	4.6e-11	42.3	pfam03460	NIR_SIR_ferr	69
2727814418	707	397	545	6	143	1.5e-07	30.9	pfam01077	NIR_SIR	159
2727814418	707	584	699	3	80	2.7e-07	30.6	pfam05168	HEPN	118
2727814419	944	27	111	1	88	9.4e-18	63.9	pfam13715	CarbopepD_reg_2	88
2727814419	944	119	229	4	108	2.4e-10	40.8	pfam07715	Plug	108
2727814419	944	416	936	9	448	4.3e-27	96	pfam00593	TonB_dep_Rec	461
2727814420	463	36	239	4	187	3.1e-11	43.3	pfam02321	OEP	188
2727814420	463	262	453	9	179	6.8e-13	48.7	pfam02321	OEP	188
2727814421	1049	4	1026	2	1020	0.0e+00	632.7	pfam00873	ACR_tran	1021
2727814422	355	36	269	17	214	6.0e-27	94.1	pfam16576	HlyD_D23	214
2727814423	501	10	122	1	104	1.2e-21	76.9	pfam13241	NAD_binding_7	104
2727814423	501	126	153	2	26	7.5e-10	37.9	pfam14824	Sirohm_synth_M	28
2727814423	501	255	490	2	233	8.3e-31	107.3	pfam01925	TauE	236
2727814425	441	13	152	2	136	1.7e-69	234.1	pfam05221	AdoHcyase	295
2727814425	441	149	440	170	295	6.6e-63	212.5	pfam05221	AdoHcyase	295
2727814425	441	200	361	1	162	5.5e-76	254	pfam00670	AdoHcyase_NAD	162
2727814426	166	17	64	1	48	2.3e-16	58.9	pfam13412	HTH_24	48
2727814426	166	83	157	3	73	2.2e-20	72.3	pfam01037	AsnC_trans_reg	75
2727814427	212	16	205	4	187	2.5e-15	56.3	pfam01810	LysE	193
2727814428	129	2	108	1	115	5.1e-12	46.4	pfam13470	PIN_3	116
2727814430	439	307	387	2	49	2.6e-10	40.2	pfam13187	Fer4_9	51
2727814431	166	4	160	7	154	2.7e-14	52.8	pfam00156	Pribosyltran	159
2727814432	390	73	248	1	165	3.4e-14	53.4	pfam04055	Radical_SAM	167
2727814433	417	1	408	1	400	0.0e+00	450	pfam03825	Nuc_H_symport	400
2727814434	408	3	64	1	62	2.4e-19	69.2	pfam08421	Methyltransf_13	62
2727814434	408	78	240	10	162	4.1e-09	36.4	pfam13489	Methyltransf_23	165
2727814434	408	244	403	2	160	2.9e-57	192.8	pfam08484	Methyltransf_14	160
2727814435	295	19	183	1	114	3.5e-12	46.3	pfam00535	Glycos_transf_2	170
2727814436	105	1	104	4	104	3.8e-32	110.2	pfam00085	Thioredoxin	104
2727814437	248	47	230	3	181	2.8e-48	164	pfam10988	DUF2807	181
2727814438	573	40	200	3	136	4.1e-05	23.4	pfam00246	Peptidase_M14	289
2727814439	225	7	117	1	112	1.5e-26	92.6	pfam00072	Response_reg	112
2727814439	225	148	224	4	76	2.7e-22	78.5	pfam00486	Trans_reg_C	77
2727814440	456	157	227	2	68	2.1e-09	37.3	pfam00672	HAMP	69
2727814440	456	231	296	2	62	3.2e-11	43	pfam00512	HisKA	64
2727814440	456	347	455	6	97	4.5e-15	56	pfam02518	HATPase_c	111
2727814441	81	2	80	1	80	2.4e-20	72.8	pfam01649	Ribosomal_S20p	82
2727814442	916	5	44	2	39	4.5e-07	29.2	pfam16078	2-oxogl_dehyd_N	41
2727814442	916	186	512	8	296	5.8e-54	182.9	pfam00676	E1_dh	300
2727814442	916	579	774	2	176	8.9e-60	201.3	pfam02779	Transket_pyr	178
2727814442	916	778	914	2	151	2.7e-38	130.9	pfam16870	OxoGdeHyase_C	151
2727814443	412	2	74	2	73	1.1e-16	60.2	pfam00364	Biotin_lipoyl	73
2727814443	412	118	153	1	36	8.6e-08	32.3	pfam02817	E3_binding	36
2727814443	412	171	401	4	232	5.6e-83	277.8	pfam00198	2-oxoacid_dh	233
2727814445	397	211	391	11	170	4.5e-25	88.4	pfam01189	Methyltr_RsmB-F	200
2727814446	369	5	361	2	356	1.1e-104	349.9	pfam03054	tRNA_Me_trans	356
2727814449	376	5	368	1	370	1.1e-75	254.8	pfam00266	Aminotran_5	371
2727814452	793	7	199	1	180	4.6e-42	143.8	pfam02737	3HCDH_N	180
2727814452	793	202	302	2	96	6.8e-11	42.5	pfam00725	3HCDH	97
2727814452	793	486	629	15	138	3.0e-13	49.5	pfam00378	ECH_1	251
2727814453	129	4	122	2	115	1.2e-39	135.2	pfam13366	PDDEXK_3	118
2727814454	580	13	328	2	267	2.1e-10	40.3	pfam00732	GMC_oxred_N	296
2727814454	580	439	567	12	144	1.2e-15	58.1	pfam05199	GMC_oxred_C	144
2727814455	235	64	208	1	121	3.1e-27	95.3	pfam13618	Gluconate_2-dh3	130
2727814456	883	7	254	1	239	6.2e-91	304.9	pfam09334	tRNA-synt_1g	391
2727814456	883	278	387	4	108	9.7e-34	115.4	pfam04480	DUF559	109
2727814456	883	356	561	212	390	6.9e-53	179.7	pfam09334	tRNA-synt_1g	391
2727814456	883	788	881	1	94	9.5e-26	89.6	pfam01588	tRNA_bind	96
2727814457	304	14	291	1	258	3.4e-80	269.1	pfam02016	Peptidase_S66	259
2727814458	656	13	549	3	533	0.0e+00	568.6	pfam02705	K_trans	534
2727814461	219	1	212	6	236	2.4e-41	141.4	pfam13507	GATase_5	260
2727814462	156	24	155	11	118	2.0e-11	43.9	pfam11412	DsbC	120
2727814463	645	20	130	21	98	2.7e-05	24.1	pfam11412	DsbC	120
2727814463	645	189	395	2	183	7.3e-15	55.3	pfam02683	DsbD	213
2727814463	645	501	612	3	64	9.0e-14	51.3	pfam13899	Thioredoxin_7	82
2727814464	576	60	571	2	511	0.0e+00	523.9	pfam01019	G_glu_transpept	512
2727814466	167	5	145	3	131	1.9e-50	170.3	pfam06172	Cupin_5	132
2727814468	185	30	96	1	69	6.5e-12	44.9	pfam04542	Sigma70_r2	71
2727814468	185	121	174	3	54	7.3e-08	31.8	pfam08281	Sigma70_r4_2	54
2727814469	251	9	62	5	54	3.6e-06	27	pfam08239	SH3_3	55
2727814469	251	138	241	2	96	2.1e-21	75.8	pfam00877	NLPC_P60	105
2727814470	191	30	119	3	87	2.3e-14	53	pfam00027	cNMP_binding	88
2727814473	142	2	118	126	235	1.0e-23	84.1	pfam01925	TauE	236
2727814474	182	24	176	1	159	5.2e-56	188.7	pfam00719	Pyrophosphatase	160
2727814475	122	7	116	1	91	4.9e-25	87.5	pfam02537	CRCB	92
2727814477	898	44	132	4	68	3.1e-10	40	pfam13620	CarboxypepD_reg	82
2727814477	898	417	869	1	408	2.8e-86	289.9	pfam14905	OMP_b-brl_3	408
2727814479	716	375	556	1	165	1.0e-47	161.7	pfam03572	Peptidase_S41	166
2727814479	716	560	708	1	153	4.0e-22	78.9	pfam11818	DUF3340	154
2727814480	260	50	143	4	81	1.6e-16	60.1	pfam02563	Poly_export	82
2727814481	638	22	256	3	150	6.4e-09	35.9	pfam02706	Wzz	152
2727814481	638	438	518	4	81	4.4e-12	45.6	pfam13807	GNVR	82
2727814483	171	9	102	2	94	4.7e-18	65.3	pfam02357	NusG	95
2727814484	469	39	350	3	301	7.6e-20	71.4	pfam03062	MBOAT	348
2727814486	281	28	242	3	208	3.8e-13	49.2	pfam01061	ABC2_membrane	210
2727814487	292	28	274	2	237	2.7e-62	210.2	pfam03102	NeuB	241
2727814488	242	4	168	2	121	2.2e-24	86.5	pfam02348	CTP_transf_3	221
2727814489	320	4	119	2	120	1.9e-15	57.6	pfam01408	GFO_IDH_MocA	120
2727814490	273	17	271	6	234	1.6e-46	158.6	pfam13561	adh_short_C2	234
2727814491	163	42	120	130	210	1.1e-06	29	pfam00702	Hydrolase	210
2727814492	424	63	196	2	135	4.0e-23	82.3	pfam00005	ABC_tran	137
2727814492	424	275	410	3	132	6.6e-17	61.7	pfam14524	Wzt_C	143
2727814493	467	87	462	143	364	6.7e-08	31.8	pfam04464	Glyphos_transf	367
2727814494	412	214	382	5	171	2.7e-35	121.4	pfam00534	Glycos_transf_1	172
2727814495	619	48	169	3	122	6.8e-40	135.7	pfam13537	GATase_7	124
2727814495	619	238	611	3	354	1.1e-73	248.8	pfam00733	Asn_synthase	355
2727814496	391	14	201	5	168	2.8e-11	43.6	pfam13439	Glyco_transf_4	170
2727814496	391	201	369	13	171	6.7e-35	120.1	pfam00534	Glycos_transf_1	172
2727814497	451	161	319	1	144	1.3e-19	70.5	pfam00535	Glycos_transf_2	170
2727814498	456	240	376	2	154	2.4e-11	43.4	pfam04932	Wzy_C	155
2727814499	178	1	158	27	116	1.9e-09	37.7	pfam00583	Acetyltransf_1	117
2727814500	345	155	324	13	169	1.5e-19	70.1	pfam00534	Glycos_transf_1	172
2727814501	277	4	212	1	163	5.1e-14	52.3	pfam00535	Glycos_transf_2	170
2727814502	300	6	160	1	123	6.9e-31	107.2	pfam00535	Glycos_transf_2	170
2727814503	336	4	120	2	117	1.5e-28	99.9	pfam01408	GFO_IDH_MocA	120
2727814503	336	133	240	1	106	2.1e-10	40.5	pfam02894	GFO_IDH_MocA_C	116
2727814504	156	31	66	2	34	5.4e-11	41.6	pfam00132	Hexapep	36
2727814504	156	68	82	2	11	1.1e-01	12.1	pfam14602	Hexapep_2	34
2727814504	156	102	136	2	34	1.6e-08	34	pfam14602	Hexapep_2	34
2727814505	368	14	363	5	359	7.5e-111	370.8	pfam01041	DegT_DnrJ_EryC1	360
2727814506	290	1	122	38	119	4.5e-12	46	pfam00535	Glycos_transf_2	170
2727814507	403	9	150	3	136	1.9e-42	145.8	pfam01041	DegT_DnrJ_EryC1	360
2727814507	403	151	395	139	359	7.8e-43	147	pfam01041	DegT_DnrJ_EryC1	360
2727814508	195	2	195	2	152	6.2e-51	172.1	pfam02397	Bac_transf	153
2727814509	632	71	207	9	126	7.3e-07	29.2	pfam13727	CoA_binding_3	175
2727814509	632	293	595	1	292	1.1e-114	382.4	pfam02719	Polysacc_synt_2	294
2727814511	379	210	344	5	130	6.0e-08	33.1	pfam13692	Glyco_trans_1_4	134
2727814512	377	190	355	11	168	2.7e-12	46.5	pfam00534	Glycos_transf_1	172
2727814513	89	8	88	1	81	1.2e-30	105.4	pfam00312	Ribosomal_S15	81
2727814514	739	30	161	5	132	3.7e-19	69.4	pfam01138	RNase_PH	132
2727814514	739	164	228	3	67	1.7e-11	43.8	pfam03725	RNase_PH_C	67
2727814514	739	259	339	1	83	9.1e-11	42	pfam03726	PNPase	83
2727814514	739	342	474	1	132	6.5e-23	81.5	pfam01138	RNase_PH	132
2727814514	739	477	549	3	67	9.0e-06	25.5	pfam03725	RNase_PH_C	67
2727814514	739	575	637	3	64	5.5e-11	42	pfam00013	KH_1	66
2727814514	739	641	714	2	75	2.3e-15	56.5	pfam00575	S1	75
2727814515	271	7	271	56	295	5.0e-47	160.6	pfam06325	PrmA	296
2727814516	217	9	193	1	163	1.1e-52	178.3	pfam02660	G3P_acyltransf	163
2727814517	269	60	256	18	195	9.1e-34	116.8	pfam01435	Peptidase_M48	196
2727814520	273	21	267	1	247	8.9e-23	81.1	pfam00756	Esterase	251
2727814522	367	9	288	2	290	2.6e-58	197.5	pfam04107	GCS2	291
2727814523	157	2	70	1	69	8.0e-13	47.8	pfam04542	Sigma70_r2	71
2727814523	157	92	145	2	54	1.7e-12	46.7	pfam08281	Sigma70_r4_2	54
2727814527	192	2	168	2	158	1.1e-47	161.5	pfam01327	Pep_deformylase	159
2727814528	136	2	135	2	134	1.2e-35	122.7	pfam03652	RuvX	135
2727814529	308	52	295	19	248	2.4e-47	161.2	pfam01040	UbiA	252
2727814530	175	19	163	2	142	1.2e-33	116.1	pfam00588	SpoU_methylase	142
2727814531	541	308	515	1	198	1.0e-33	116.6	pfam04389	Peptidase_M28	198
2727814532	873	8	120	2	112	8.2e-40	135.4	pfam01624	MutS_I	113
2727814532	873	128	254	1	136	3.8e-20	72.4	pfam05188	MutS_II	137
2727814532	873	270	559	2	190	1.7e-37	129.3	pfam05192	MutS_III	190
2727814532	873	428	519	1	91	5.2e-27	93.9	pfam05190	MutS_IV	92
2727814532	873	612	800	1	188	5.4e-78	261.2	pfam00488	MutS_V	188
2727814534	275	19	258	1	244	3.3e-77	259.3	pfam00809	Pterin_bind	244
2727814535	180	22	82	1	61	1.0e-25	89.8	pfam07659	DUF1599	61
2727814535	180	115	176	1	59	1.5e-24	86.1	pfam07659	DUF1599	61
2727814536	369	4	99	4	82	1.3e-05	25.6	pfam07681	DoxX	85
2727814537	348	141	347	1	184	8.4e-38	129.8	pfam00528	BPD_transp_1	185
2727814539	391	162	384	77	255	9.9e-27	93.7	pfam10672	Methyltrans_SAM	286
2727814540	183	3	183	13	166	1.7e-38	131.8	pfam01025	GrpE	166
2727814541	387	5	67	1	63	6.0e-28	96.6	pfam00226	DnaJ	63
2727814541	387	130	347	2	146	8.5e-37	126.4	pfam01556	DnaJ_C	146
2727814541	387	157	221	1	67	5.6e-13	48.9	pfam00684	DnaJ_CXXCXGXG	67
2727814542	360	188	311	2	93	1.1e-14	54.6	pfam08378	NERD	108
2727814543	586	128	222	4	93	2.7e-28	97.6	pfam12450	vWF_A	94
2727814543	586	239	411	1	171	1.2e-18	67.8	pfam00092	VWA	175
2727814543	586	415	578	2	180	3.5e-29	102.1	pfam12034	DUF3520	182
2727814544	178	15	164	11	158	5.0e-27	94.2	pfam00156	Pribosyltran	159
2727814545	342	31	160	2	87	2.1e-21	76.1	pfam01832	Glucosaminidase	87
2727814546	213	13	212	8	211	2.8e-41	140.9	pfam01596	Methyltransf_3	212
2727814547	508	33	458	1	393	3.1e-22	78.9	pfam00474	SSF	406
2727814548	471	215	238	15	32	9.3e-03	15.5	pfam02412	TSP_3	36
2727814548	471	243	269	12	32	5.4e-04	19.5	pfam02412	TSP_3	36
2727814548	471	322	344	15	33	5.0e-03	16.4	pfam02412	TSP_3	36
2727814548	471	367	462	1	95	8.5e-21	74	pfam00691	OmpA	95
2727814549	175	47	175	1	129	4.3e-37	127	pfam03641	Lysine_decarbox	132
