id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
rxn07312_c0	=	Cytosol_0	Ga0182890_11964	R07481_c0		-19.86		(1)  cpd00017[c0] + (1)  cpd01306[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd05727[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Cycloartenol_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  24-Methylenecycloartanol_c0[c0]		R07481	Steroid biosynthesis	Biosynthesis|Lipid-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn02159_c0	=	Cytosol_0	(Ga0182890_107280 or Ga0182890_107280)	L-Histidinol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00641[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd01324[c0]	(1)  NAD_c0[c0] + (1)  L-Histidinol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Histidinal_c0[c0]		R03012	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn05571_c0	=	Cytosol_0	Ga0182890_109184	D-gluconate transport via proton symport, reversible_c0		0		(1)  cpd00067[e0] + (1)  cpd00222[e0] <=> (1)  cpd00067[c0] + (1)  cpd00222[c0]	(1)  H+_e0[e0] + (1)  GLCN_e0[e0] <=> (1)  H+_c0[c0] + (1)  GLCN_c0[c0]	GLCNt2			
rxn08083_c0	>	Cytosol_0	Ga0182890_10977	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)_c0		377.1		(1)  cpd00067[c0] + (1)  cpd11468[c0] + (1)  cpd15325[c0] => (1)  cpd11493[c0] + (1)  cpd15521[c0]	(1)  H+_c0[c0] + (1)  Dodecanoyl-ACP_c0[c0] + (1)  1-dodecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-didodecanoyl-sn-glycerol 3-phosphate_c0[c0]	AGPAT120			
rxn10222_c0	=	Cytosol_0	Ga0182890_11785	isotetradecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15679[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15685[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0]				
rxn05466_c0	=	Cytosol_0	Ga0182890_107370	TRANS-RXN-173.ce_c0		0		(1)  cpd00013[e0] <=> (1)  cpd00013[c0]	(1)  NH3_e0[e0] <=> (1)  NH3_c0[c0]	NH3t			
rxn08792_c0	>	Cytosol_0	Ga0182890_11548	lactate oxidation_c0		-11.22		(1)  cpd00159[c0] + (1)  cpd15560[c0] => (1)  cpd00020[c0] + (1)  cpd15561[c0]	(1)  L-Lactate_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	L-LACD2			
rxn00999_c0	>	Cytosol_0	(Ga0182890_11830 or Ga0182890_11830)	Phenylpyruvate:oxygen oxidoreductase (hydroxylating,decarboxylating)_c0		-109.72		(1)  cpd00007[c0] + (1)  cpd00143[c0] => (1)  cpd00011[c0] + (1)  cpd03480[c0]	(1)  O2_c0[c0] + (1)  Phenylpyruvate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Hydroxyphenylacetate_c0[c0]		R01372	Phenylalanine metabolism	Amino-Acid-Degradation|Degradation|PHENYLALANINE-DEG
rxn05417_c0	>	Cytosol_0	(Ga0182890_106230 and (Ga0182890_10880 or Ga0182890_106295))	6-methyl-heptanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11553[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11554[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-heptanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-nonanoyl-ACP_c0[c0]				
rxn01157_c0	=	Cytosol_0	Ga0182890_10983	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)_c0	4.2.1.48	-2.68		(1)  cpd00186[c0] <=> (1)  cpd00001[c0] + (1)  cpd01512[c0]	(1)  D-Glutamate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  5-Oxo-D-proline_c0[c0]		R01583	D-Glutamine and D-glutamate metabolism	
rxn05957_c0	>	Cytosol_0	Ga0182890_106297	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0		-1.88		(1)  cpd00239[c0] + (1)  cpd00822[c0] => (1)  cpd00036[c0] + (1)  cpd00135[c0]	(1)  H2S_c0[c0] + (1)  O-Succinyl-L-homoserine_c0[c0] => (1)  Succinate_c0[c0] + (1)  Homocysteine_c0[c0]	SHSL2	R01288	Cysteine and methionine metabolism	
rxn03419_c0	=	Cytosol_0	Ga0182890_106402	formamidopyrimidine nucleoside triphosphate amidohydrolase_c0		-0.5		(1)  cpd00001[c0] + (1)  cpd03518[c0] <=> (1)  cpd00047[c0] + (1)  cpd00067[c0] + (1)  cpd03519[c0]	(1)  H2O_c0[c0] + (1)  Formamidopyrimidine nucleoside triphosphate_c0[c0] <=> (1)  Formate_c0[c0] + (1)  H+_c0[c0] + (1)  2,5-Diaminopyrimidine nucleoside triphosphate_c0[c0]		R05046	Folate biosynthesis	
rxn08551_c0	>	Cytosol_0	(Ga0182890_107165 and Unknown)	glycerol-3-phosphate acyltransferase (C18:0)_c0		-3.61		(1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15268[c0] => (1)  cpd11493[c0] + (1)  cpd15329[c0]	(1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Octadecanoyl-ACP_c0[c0] => (1)  ACP_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0]	G3PAT180			
rxn00758_c0	>	Cytosol_0	Ga0182890_11553	sn-Glycero-3-phosphocholine glycerophosphohydrolase_c0		-14.34		(1)  cpd00001[c0] + (1)  cpd00507[c0] => (1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd00098[c0]	(1)  H2O_c0[c0] + (1)  Glycerophosphocholine_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Choline_c0[c0]	GPDDA1	R01030	Glycerophospholipid metabolism	
rxn02975_c0	=	Cytosol_0	Ga0182890_1155	CDP-3,6-dideoxy-D-glucose 2-epimerase_c0	5.1.3.10	0		(1)  cpd02264[c0] <=> (1)  cpd02265[c0]	(1)  CDPparatose_c0[c0] <=> (1)  CDPtyvelose_c0[c0]		R04266	Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SUGAR-NUCLEOTIDES
rxn06078_c0	>	Cytosol_0	Ga0182890_106297	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0				(1)  cpd00268[c0] + (1)  cpd00790[c0] + (1)  cpd11421[c0] => (1)  cpd00029[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd00135[c0] + (1)  cpd11420[c0]	(1)  H2S2O3_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] + (1)  trdrd_c0[c0] => (1)  Acetate_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  Homocysteine_c0[c0] + (1)  trdox_c0[c0]		R02026	Cysteine and methionine metabolism	
rxn05348_c0	>	Cytosol_0	((Ga0182890_106295 or Ga0182890_10880) and Ga0182890_106230)	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11474[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11489[c0] + (1)  cpd11493[c0]	(1)  Decanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxododecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	3OAS120	R04963	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05435_c0	>	Cytosol_0	Ga0182890_108339	8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11506[c0] => (1)  cpd00003[c0] + (1)  cpd11507[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  8-methyl-decanoyl-ACP_c0[c0]				
rxn00798_c0	=	Cytosol_0	Ga0182890_107290	D-ribose aldose-ketose-isomerase_c0		0.67		(1)  cpd00105[c0] <=> (1)  cpd00258[c0]	(1)  D-Ribose_c0[c0] <=> (1)  D-Ribulose_c0[c0]		R01081		
rxn03245_c0	=	Cytosol_0	Ga0182890_108186	(S)-Hydroxydecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03118[c0] <=> (1)  cpd00001[c0] + (1)  cpd03129[c0]	(1)  (S) -Hydroxydecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Decenoyl-CoA_c0[c0]	ECOAH4	R04744	Fatty acid elongation|Fatty acid degradation	
rxn10213_c0	>	Cytosol_0	Ga0182890_10977	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00067[c0] + (1)  cpd00327[c0] + (1)  cpd15329[c0] => (1)  cpd00010[c0] + (1)  cpd15526[c0]	(1)  H+_c0[c0] + (1)  strcoa_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  CoA_c0[c0] + (1)  1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn02404_c0	>	Cytosol_0	Ga0182890_107140	3-Deoxy-D-manno-octulosonate-8-phosphate 8-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02730[c0] => (1)  cpd00009[c0] + (1)  cpd00875[c0]	(1)  H2O_c0[c0] + (1)  3-Deoxy-D-manno-octulosonate8-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  KDO_c0[c0]	KDOPP	R03350	Lipopolysaccharide biosynthesis	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn02911_c0	=	Cytosol_0	Ga0182890_108186	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03116[c0] <=> (1)  cpd00001[c0] + (1)  cpd02060[c0]	(1)  (S) -3-Hydroxydodecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-CoA_c0[c0]	ECOAH5	R04170	Fatty acid elongation|Fatty acid degradation	
rxn05450_c0	>	Cytosol_0	Ga0182890_108339	14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11568[c0] => (1)  cpd00003[c0] + (1)  cpd11569[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-pentadec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  14-methyl-pentadecanoyl-ACP_c0[c0]				
rxn12847_c0	=	Cytosol_0	Ga0182890_10725	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]				
rxn05410_c0	=	Cytosol_0	(Ga0182890_12344 or Ga0182890_106616 or Ga0182890_11034 or Ga0182890_106508 or Ga0182890_107139)	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11546[c0] <=> (1)  cpd00006[c0] + (1)  cpd11547[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-pentanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-pentanoyl-ACP_c0[c0]				
rxn05443_c0	>	Cytosol_0	Ga0182890_108339	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11539[c0] => (1)  cpd00003[c0] + (1)  cpd11540[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  13-methyl-trans-tetra-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0]				
rxn09320_c0	=	Cytosol_0	(Ga0182890_106404 or Ga0182890_11839)	ATP:3'-dephospho-CoA 5-triphosphoribosyltransferase_c0	2.7.8.25	2.38		(1)  cpd00002[c0] + (1)  cpd00655[c0] <=> (1)  cpd00128[c0] + (1)  cpd15364[c0]	(1)  ATP_c0[c0] + (1)  Dephospho-CoA_c0[c0] <=> (1)  Adenine_c0[c0] + (1)  2'-(5''-triphosphoribosyl) -3'-dephospho-CoA_c0[c0]	TPRDCOAS	R09675		Biosynthesis|CoA-Biosynthesis|Cofactor-Biosynthesis|Dephospho-CoA-Biosynthesis|P2-PWY
rxn05535_c0	>	Cytosol_0	(Ga0182890_108273 or Ga0182890_109156)	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11591[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11591[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Gly-Met_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Gly-Met_c0[c0]	DIPEPabc11			
rxn02782_c0	=	Cytosol_0	Ga0182890_12135	2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)_c0		-0.18		(1)  cpd02536[c0] <=> (1)  cpd00067[c0] + (1)  cpd01630[c0]	(1)  Muconolactone_c0[c0] <=> (1)  H+_c0[c0] + (1)  cis,cis-Muconate_c0[c0]	CATB	R03959		AROMATIC-COMPOUNDS-DEGRADATION|CATECHOL-ORTHO-CLEAVAGE-PWY|Catechol-Degradation|Degradation|MANDELATE-DEG
rxn02821_c0	=	Cytosol_0	(Ga0182890_12146 or Ga0182890_12378 or Ga0182890_10229)	Acylneuraminyl hydrolase_c0		12.64		(1)  cpd00232[c0] + (1)  cpd01743[c0] <=> (1)  cpd00001[c0] + (1)  cpd03653[c0]	(1)  Neu5Ac_c0[c0] + (1)  Cerebroside_c0[c0] <=> (1)  H2O_c0[c0] + (1)  GM4_c0[c0]		R04018	Sphingolipid metabolism	
rxn10208_c0	>	Cytosol_0	(Unknown and Ga0182890_107165)	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11437[c0] => (1)  cpd00010[c0] + (1)  cpd15674[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa3coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn05345_c0	>	Cytosol_0	((Ga0182890_10880 or Ga0182890_106295) and Ga0182890_106230)	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11468[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11491[c0] + (1)  cpd11493[c0]	(1)  Dodecanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxotetradecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	3OAS140	R04726	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn04068_c0	=	Cytosol_0	(Ga0182890_107269 or Ga0182890_10637)	Glycocholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01318[c0] <=> (1)  cpd00033[c0] + (1)  cpd00526[c0]	(1)  H2O_c0[c0] + (1)  Glycocholate_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  Cholate_c0[c0]		R05835	Primary bile acid biosynthesis	Degradation|Other-Degradation
rxn05422_c0	=	Cytosol_0	(Ga0182890_107139 or Ga0182890_106508 or Ga0182890_11034 or Ga0182890_12344 or Ga0182890_106616)	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11558[c0] <=> (1)  cpd00006[c0] + (1)  cpd11559[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-3-oxo-undecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  10-methyl-3-hydroxy-undecanoyl-ACP_c0[c0]				
rxn01465_c0	=	Cytosol_0	Ga0182890_11677	(S)-dihydroorotate amidohydrolase_c0		-5.28		(1)  cpd00001[c0] + (1)  cpd00282[c0] <=> (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  H2O_c0[c0] + (1)  S-Dihydroorotate_c0[c0] <=> (1)  H+_c0[c0] + (1)  N-Carbamoyl-L-aspartate_c0[c0]	DH or TS	R01993	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn10204_c0	>	Cytosol_0	(Ga0182890_107165 and Unknown)	acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase_c0		-3.61		(1)  cpd00080[c0] + (1)  cpd00327[c0] => (1)  cpd00010[c0] + (1)  cpd15329[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  strcoa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0]				Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis|TRIGLSYN-PWY
rxn01872_c0	=	Cytosol_0	Ga0182890_10792	succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase_c0		9.53		(1)  cpd00078[c0] + (1)  cpd00449[c0] <=> (1)  cpd00010[c0] + (1)  cpd00860[c0]	(1)  Succinyl-CoA_c0[c0] + (1)  Dihydrolipoamide_c0[c0] <=> (1)  CoA_c0[c0] + (1)  S-Succinyldihydrolipoamide_c0[c0]	AKGDbr	R02570	Citrate cycle (TCA cycle)	
rxn04457_c0	>	Cytosol_0	Unknown	R06605_c0		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -Allantoin_c0[c0]		R06605	Purine metabolism	
rxn00248_c0	=	Cytosol_0	(Ga0182890_11196 or Ga0182890_106188 or Ga0182890_106188)	(S)-malate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00130[c0] <=> (1)  cpd00004[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Malate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0]	MDH	R00342	Citrate cycle (TCA cycle)|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn00295_c0	=	Cytosol_0	(Ga0182890_108256 or Ga0182890_11673)	UDP-N-acetyl-D-glucosamine 4-epimerase_c0	5.1.3.7	0		(1)  cpd00037[c0] <=> (1)  cpd00175[c0]	(1)  UDP-N-acetylglucosamine_c0[c0] <=> (1)  UDP-N-acetyl-D-galactosamine_c0[c0]	UAG4E	R00418	Amino sugar and nucleotide sugar metabolism	Biosynthesis|Cell-Structure-Biosynthesis|Polyamine-Biosynthesis|UDP-Nac-Galactosamine-Biosynthesis
rxn00499_c0	=	Cytosol_0	(Ga0182890_11548 or Ga0182890_11548)	(S)-Lactate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00159[c0] <=> (1)  cpd00004[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Lactate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0]	LDH_L	R00703	Glycolysis / Gluconeogenesis|Pyruvate metabolism	ANAEROFRUCAT-PWY|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|P122-PWY|P124-PWY|P41-PWY|P461-PWY|Pyruvate-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation
rxn05385_c0	=	Cytosol_0	(Ga0182890_106616 or Ga0182890_12344 or Ga0182890_11034 or Ga0182890_106508 or Ga0182890_107139)	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11521[c0] <=> (1)  cpd00006[c0] + (1)  cpd11522[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  5-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  5-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]				
rxn00707_c0	=	Cytosol_0	Ga0182890_11876	ITP:cytidine 5'-phosphotransferase_c0		-14.03		(1)  cpd00068[c0] + (1)  cpd00367[c0] <=> (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd00090[c0]	(1)  ITP_c0[c0] + (1)  Cytidine_c0[c0] <=> (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  IDP_c0[c0]	CYTDK3	R00962	Pyrimidine metabolism	
rxn01637_c0	=	Cytosol_0	Ga0182890_108120	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00342[c0] <=> (1)  cpd00023[c0] + (1)  cpd00918[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0]	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn03095_c0	=	Cytosol_0	(Ga0182890_10637 or Ga0182890_107269)	Taurodeoxycholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd03244[c0] <=> (1)  cpd00210[c0] + (1)  cpd02733[c0]	(1)  H2O_c0[c0] + (1)  Taurodeoxycholate_c0[c0] <=> (1)  Taurine_c0[c0] + (1)  Deoxycholate_c0[c0]		R04487		
rxn00566_c0	>	Cytosol_0	Ga0182890_11786	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)_c0		-7.77		(1)  cpd00001[c0] + (1)  cpd00084[c0] => (1)  cpd00013[c0] + (1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00239[c0]	(1)  H2O_c0[c0] + (1)  L-Cysteine_c0[c0] => (1)  NH3_c0[c0] + (1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  H2S_c0[c0]		R00782	Cysteine and methionine metabolism	Amino-Acid-Degradation|CYSTEINE-DEG|Degradation|LCYSDEG-PWY
rxn00708_c0	>	Cytosol_0	(Ga0182890_106274 or Ga0182890_106273)	Uridine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00091[c0] => (1)  cpd00009[c0] + (1)  cpd00249[c0]	(1)  H2O_c0[c0] + (1)  UMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Uridine_c0[c0]	NTD2	R00963	Pyrimidine metabolism	
rxn07433_c0	=	Cytosol_0	((Ga0182890_10533 or Ga0182890_106359 or Ga0182890_108207) and (Ga0182890_10533 or Ga0182890_108207 or Ga0182890_106359))	R07602_c0		-2.81		(1)  cpd00213[c0] + (1)  cpd14698[c0] <=> (1)  cpd00056[c0] + (1)  cpd14699[c0]	(1)  Lipoamide_c0[c0] + (1)  3-Methyl-1-hydroxybutyl-TPP_c0[c0] <=> (1)  TPP_c0[c0] + (1)  S-(3-Methylbutanoyl) -dihydrolipoamide-E_c0[c0]		R07602	Valine, leucine and isoleucine degradation	
rxn03762_c0	=	Cytosol_0	Ga0182890_10239	R05465_c0	2.5.1.66	-19.96		(1)  cpd00051[c0] + (1)  cpd00102[c0] <=> (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04058[c0]	(1)  L-Arginine_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-N2-(2-Carboxyethyl) arginine_c0[c0]		R05465	Clavulanic acid biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS
