Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727791636	2727791636	0.00571408333333333	1.436e-03	7	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791636/Ramlibacter_MAG/2727791636_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791636/Ramlibacter_MAG/2727791636_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794456	2727794456	0.0058064	1.463e-03	20	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794456/Ramlibacter_MAG/2727794456_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794456/Ramlibacter_MAG/2727794456_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790818	2727790818	0.00599749870801034	1.519e-03	10	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790818/Ramlibacter_MAG/2727790818_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790818/Ramlibacter_MAG/2727790818_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792105	2727792105	0.00599749870801034	1.519e-03	9	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792105/Ramlibacter_MAG/2727792105_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792105/Ramlibacter_MAG/2727792105_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793834	2727793834	0.00601748453608247	1.528e-03	15	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793834/Ramlibacter_MAG/2727793834_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793834/Ramlibacter_MAG/2727793834_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792588	2727792588	0.0061866323907455	1.575e-03	4	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792588/Ramlibacter_MAG/2727792588_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792588/Ramlibacter_MAG/2727792588_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792324	2727792324	0.00620994871794872	1.585e-03	5	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792324/Ramlibacter_MAG/2727792324_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792324/Ramlibacter_MAG/2727792324_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791477	2727791477	0.00625268542199488	1.600e-03	5	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791477/Ramlibacter_MAG/2727791477_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791477/Ramlibacter_MAG/2727791477_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793203	2727793203	0.00633808163265306	1.626e-03	4	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793203/Ramlibacter_MAG/2727793203_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793203/Ramlibacter_MAG/2727793203_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793402	2727793402	0.00638805089058524	1.643e-03	15	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793402/Ramlibacter_MAG/2727793402_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793402/Ramlibacter_MAG/2727793402_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790806	2727790806	0.00645715736040609	1.665e-03	6	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790806/Ramlibacter_MAG/2727790806_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790806/Ramlibacter_MAG/2727790806_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791284	2727791284	0.00657233417721519	1.699e-03	16	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791284/Ramlibacter_MAG/2727791284_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791284/Ramlibacter_MAG/2727791284_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792498	2727792498	0.0066020404040404	1.711e-03	6	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792498/Ramlibacter_MAG/2727792498_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792498/Ramlibacter_MAG/2727792498_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792314	2727792314	0.00669702770780856	1.740e-03	15	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792314/Ramlibacter_MAG/2727792314_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792314/Ramlibacter_MAG/2727792314_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791062	2727791062	0.00677618090452261	1.765e-03	16	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791062/Ramlibacter_MAG/2727791062_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791062/Ramlibacter_MAG/2727791062_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792717	2727792717	0.00682047117794486	1.781e-03	8	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792717/Ramlibacter_MAG/2727792717_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792717/Ramlibacter_MAG/2727792717_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791024	2727791024	0.00688933665835411	1.807e-03	6	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791024/Ramlibacter_MAG/2727791024_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791024/Ramlibacter_MAG/2727791024_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792749	2727792749	0.00688933665835411	1.808e-03	10	43	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792749/Ramlibacter_MAG/2727792749_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792749/Ramlibacter_MAG/2727792749_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793086	2727793086	0.00718388059701493	1.890e-03	11	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793086/Ramlibacter_MAG/2727793086_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793086/Ramlibacter_MAG/2727793086_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791720	2727791720	0.00757933498759305	1.999e-03	16	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791720/Ramlibacter_MAG/2727791720_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791720/Ramlibacter_MAG/2727791720_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791977	2727791977	0.00768538613861386	2.032e-03	16	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791977/Ramlibacter_MAG/2727791977_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791977/Ramlibacter_MAG/2727791977_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791635	2727791635	0.00785505185185185	2.082e-03	6	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791635/Ramlibacter_MAG/2727791635_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791635/Ramlibacter_MAG/2727791635_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792192	2727792192	0.00790087804878049	2.108e-03	20	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792192/Ramlibacter_MAG/2727792192_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792192/Ramlibacter_MAG/2727792192_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791412	2727791412	0.00790087804878049	2.112e-03	12	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791412/Ramlibacter_MAG/2727791412_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791412/Ramlibacter_MAG/2727791412_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792530	2727792530	0.00790087804878049	2.113e-03	16	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792530/Ramlibacter_MAG/2727792530_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792530/Ramlibacter_MAG/2727792530_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791140	2727791140	0.00790087804878049	2.119e-03	13	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791140/Ramlibacter_MAG/2727791140_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791140/Ramlibacter_MAG/2727791140_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790901	2727790901	0.00790087804878049	2.120e-03	4	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790901/Ramlibacter_MAG/2727790901_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790901/Ramlibacter_MAG/2727790901_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793079	2727793079	0.00794857420924574	2.138e-03	20	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793079/Ramlibacter_MAG/2727793079_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793079/Ramlibacter_MAG/2727793079_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792370	2727792370	0.00801458252427185	2.161e-03	12	29	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792370/Ramlibacter_MAG/2727792370_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792370/Ramlibacter_MAG/2727792370_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794198	2727794198	0.00806444444444444	2.180e-03	20	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794198/Ramlibacter_MAG/2727794198_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794198/Ramlibacter_MAG/2727794198_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791736	2727791736	0.00806444444444444	2.185e-03	11	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791736/Ramlibacter_MAG/2727791736_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791736/Ramlibacter_MAG/2727791736_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793653	2727793653	0.0081665156626506	2.218e-03	12	17	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793653/Ramlibacter_MAG/2727793653_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793653/Ramlibacter_MAG/2727793653_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794477	2727794477	0.008213	2.236e-03	11	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794477/Ramlibacter_MAG/2727794477_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794477/Ramlibacter_MAG/2727794477_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791757	2727791757	0.00844980335731415	2.306e-03	13	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791757/Ramlibacter_MAG/2727791757_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791757/Ramlibacter_MAG/2727791757_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791304	2727791304	0.00848807655502393	2.322e-03	11	28	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791304/Ramlibacter_MAG/2727791304_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791304/Ramlibacter_MAG/2727791304_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792600	2727792600	0.00867203818615752	2.378e-03	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792600/Ramlibacter_MAG/2727792600_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792600/Ramlibacter_MAG/2727792600_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792274	2727792274	0.00868528266033254	2.392e-03	10	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792274/Ramlibacter_MAG/2727792274_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792274/Ramlibacter_MAG/2727792274_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791712	2727791712	0.00868528266033254	2.393e-03	4	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791712/Ramlibacter_MAG/2727791712_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791712/Ramlibacter_MAG/2727791712_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790760	2727790760	0.00886456737588653	2.451e-03	16	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790760/Ramlibacter_MAG/2727790760_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790760/Ramlibacter_MAG/2727790760_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790897	2727790897	0.00886456737588653	2.454e-03	16	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790897/Ramlibacter_MAG/2727790897_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790897/Ramlibacter_MAG/2727790897_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791689	2727791689	0.00900222641509434	2.498e-03	9	21	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791689/Ramlibacter_MAG/2727791689_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791689/Ramlibacter_MAG/2727791689_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791187	2727791187	0.00966055529411765	2.687e-03	12	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791187/Ramlibacter_MAG/2727791187_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791187/Ramlibacter_MAG/2727791187_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791090	2727791090	0.00977776525821596	2.726e-03	15	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791090/Ramlibacter_MAG/2727791090_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791090/Ramlibacter_MAG/2727791090_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792620	2727792620	0.00983717096018735	2.749e-03	15	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792620/Ramlibacter_MAG/2727792620_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792620/Ramlibacter_MAG/2727792620_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793003	2727793003	0.0100498130841121	2.815e-03	14	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793003/Ramlibacter_MAG/2727793003_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793003/Ramlibacter_MAG/2727793003_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727790900	2727790900	0.0100812465116279	2.836e-03	10	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790900/Ramlibacter_MAG/2727790900_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727790900/Ramlibacter_MAG/2727790900_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727794398	2727794398	0.0100812465116279	2.837e-03	6	16	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794398/Ramlibacter_MAG/2727794398_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727794398/Ramlibacter_MAG/2727794398_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791294	2727791294	0.0101358515081207	2.859e-03	18	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791294/Ramlibacter_MAG/2727791294_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791294/Ramlibacter_MAG/2727791294_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791061	2727791061	0.0102114259259259	2.887e-03	6	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791061/Ramlibacter_MAG/2727791061_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791061/Ramlibacter_MAG/2727791061_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791401	2727791401	0.0102182804597701	2.904e-03	17	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791401/Ramlibacter_MAG/2727791401_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791401/Ramlibacter_MAG/2727791401_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793041	2727793041	0.0102182804597701	2.907e-03	14	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793041/Ramlibacter_MAG/2727793041_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793041/Ramlibacter_MAG/2727793041_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791617	2727791617	0.0102182804597701	2.909e-03	8	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791617/Ramlibacter_MAG/2727791617_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791617/Ramlibacter_MAG/2727791617_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727792810	2727792810	0.0103455412844037	2.952e-03	7	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792810/Ramlibacter_MAG/2727792810_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727792810/Ramlibacter_MAG/2727792810_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793347	2727793347	0.0103638260869565	2.964e-03	8	18	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793347/Ramlibacter_MAG/2727793347_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793347/Ramlibacter_MAG/2727793347_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791428	2727791428	0.0103959817351598	2.980e-03	5	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791428/Ramlibacter_MAG/2727791428_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791428/Ramlibacter_MAG/2727791428_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727793120	2727793120	0.0105950615034169	3.044e-03	4	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793120/Ramlibacter_MAG/2727793120_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727793120/Ramlibacter_MAG/2727793120_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791669	2727791669	0.0107619818181818	3.099e-03	12	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791669/Ramlibacter_MAG/2727791669_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791669/Ramlibacter_MAG/2727791669_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791058	2727791058	0.0112642358276644	3.251e-03	7	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791058/Ramlibacter_MAG/2727791058_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791058/Ramlibacter_MAG/2727791058_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
2727791260	2727791260	0.0121963438914027	3.528e-03	7	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791260/Ramlibacter_MAG/2727791260_codeml/prank/prank.best.fas.translation.view"	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis_run/individual_results/2727791260/Ramlibacter_MAG/2727791260_codeml/prank/prank.best.fas.translation.interleaved.annotated.png"	
