id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
rxn03958_c0	=	Cytosol_0	Ga0182881_105118	1-Deoxy-D-xylulose-5-phosphate isomeroreductase_c0		5.18		(1)  cpd00006[c0] + (1)  cpd08286[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd08289[c0]	(1)  NADP_c0[c0] + (1)  2-C-methyl-D-erythritol4-phosphate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1-deoxy-D-xylulose5-phosphate_c0[c0]	DXPRI	R05688	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn01362_c0	<	Cytosol_0	Ga0182881_111914	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0		12.54		(1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00810[c0] <= (1)  cpd00103[c0] + (1)  cpd00247[c0]	(1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  Orotidylic acid_c0[c0] <= (1)  PRPP_c0[c0] + (1)  Orotate_c0[c0]	ORPT	R01870	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn00549_c0	>	Cytosol_0	Ga0182881_104927	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00290[c0] => (1)  cpd00009[c0] + (1)  cpd00072[c0]	(1)  H2O_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0]	FBP	R00762	Methane metabolism|Carbon fixation in photosynthetic organisms	
rxn02938_c0	>	Cytosol_0	((Ga0182881_113932 and Ga0182881_105425) or Ga0182881_105425 or Ga0182881_113932)	1-(5-phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate carboxy-lyase_c0	4.1.1.21	-1.32		(1)  cpd00067[c0] + (1)  cpd02893[c0] => (1)  cpd00011[c0] + (1)  cpd02140[c0]	(1)  H+_c0[c0] + (1)  5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0[c0] => (1)  CO2_c0[c0] + (1)  AIR_c0[c0]	ADE2	R04209	Purine metabolism	Biosynthesis|IMP-Biosynthesis|Nucleotide-Biosynthesis|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn04779_c0	=	Cytosol_0	Ga0182881_10887	R06970_c0		-6.02		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd09846[c0] <=> (1)  cpd00013[c0] + (1)  cpd09847[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Cyromazine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  N-Cyclopropylammeline_c0[c0]		R06970	Atrazine degradation	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|s-Triazine-Degradation
rxn07875_c0	=	Cytosol_0	Ga0182881_1107106	R08086_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd01061[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd15165[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Geranial_c0[c0] <=> (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  Geranic acid_c0[c0]		R08086	Geraniol degradation	Degradation|SECONDARY-METABOLITE-DEGRADATION|TERPENOID-DEG
rxn05418_c0	=	Cytosol_0	(Ga0182881_110134 or Ga0182881_114013 or Ga0182881_106621 or Ga0182881_10259)	8-methyl-3-oxo-nonanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11554[c0] <=> (1)  cpd00006[c0] + (1)  cpd11555[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-3-oxo-nonanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  8-methyl-3-hydroxy-nonanoyl-ACP_c0[c0]				
rxn00506_c0	>	Cytosol_0	Ga0182881_110011	Acetaldehyde:NAD+ oxidoreductase_c0		-11.99		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00071[c0] => (1)  cpd00004[c0] + (1)  cpd00029[c0] + (2)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Acetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (1)  Acetate_c0[c0] + (2)  H+_c0[c0]	ALD2	R00710	Glycolysis / Gluconeogenesis|Pyruvate metabolism	Alcohol-Degradation|Degradation|Ethanol-Degradation|PWY66-161|PWY66-162|PWY66-21
rxn02933_c0	=	Cytosol_0	((Ga0182881_11261 and (Ga0182881_114037 or Ga0182881_11261)) or (Ga0182881_114037 or Ga0182881_11261))	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd02691[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02124[c0]	(1)  NAD_c0[c0] + (1)  2-methyl-3-hydroxy-butyryl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Methylacetoacetyl-CoA_c0[c0]	3H2MBCOAD	R04203	Valine, leucine and isoleucine degradation	Amino-Acid-Degradation|Biosynthesis|Degradation|ILEUDEG-PWY|ISOLEUCINE-DEG|Other-biosynthesis
rxn00727_c0	>	Cytosol_0	(Ga0182881_104930 and Ga0182881_104931)	Chorismate pyruvate-lyase (amino-accepting)_c0		-44.16		(1)  cpd00053[c0] + (1)  cpd00216[c0] => (1)  cpd00020[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0] + (1)  cpd00093[c0]	(1)  L-Glutamine_c0[c0] + (1)  Chorismate_c0[c0] => (1)  Pyruvate_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0] + (1)  Anthranilate_c0[c0]	ANS	R00986	Phenylalanine, tyrosine and tryptophan biosynthesis	ALKALOIDS-SYN|ALL-CHORISMATE-PWY|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|IND-AMINO-ACID-SYN|N-CONTAINING-SECONDARY-CMPD-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS|TRPSYN-PWY|TRYPTOPHAN-BIOSYNTHESIS
rxn10307_c0	=	Cytosol_0	Ga0182881_111146	palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0		-40.8		(24)  cpd00037[c0] + (1)  cpd15746[c0] <=> (24)  cpd00014[c0] + (1)  cpd15764[c0]	(24)  UDP-N-acetylglucosamine_c0[c0] + (1)  Palmitoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Palmitoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine_c0[c0]				
rxn12638_c0	>	Cytosol_0	Ga0182881_10812	methionyl aminopeptidase_c0		-93.58		(1)  cpd00001[c0] + (1)  cpd11588[c0] => (1)  cpd00033[c0] + (1)  cpd00129[c0]	(1)  H2O_c0[c0] + (1)  gly-pro-L_c0[c0] => (1)  Glycine_c0[c0] + (1)  L-Proline_c0[c0]	MEAMP1(gly-pro-L)			
rxn02268_c0	>	Cytosol_0	(Ga0182881_110770 or (Ga0182881_111352 or Ga0182881_113324))	(S)-2-methylbutanoyl-CoA:oxygen 2,3-oxidoreductase_c0		-76.7937		(1)  cpd00007[c0] + (2)  cpd00760[c0] => (2)  cpd00001[c0] + (2)  cpd02125[c0]	(1)  O2_c0[c0] + (2)  2-Methylbutyryl-CoA_c0[c0] => (2)  H2O_c0[c0] + (2)  Tiglyl-CoA_c0[c0]				
rxn05127_c0	>	Cytosol_0	Ga0182881_1107106	R07418_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd11341[c0] => (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd11408[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  gamma-glutamyl-gamma-butyraldehyde_c0[c0] => (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  gamma-Glutamyl-GABA_c0[c0]	GGGABADr	R07418	Arginine and proline metabolism	AMINE-DEG|ARGDEG-PWY|ARGININE-DEG|Amino-Acid-Degradation|Degradation|ORNARGDEG-PWY|ORNDEG-PWY|PWY0-1221|Putrescine-Degradation
rxn00305_c0	>	Cytosol_0	Ga0182881_10239	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)_c0		-9.82		(1)  cpd00032[c0] + (1)  cpd00038[c0] => (1)  cpd00011[c0] + (1)  cpd00031[c0] + (1)  cpd00061[c0]	(1)  Oxaloacetate_c0[c0] + (1)  GTP_c0[c0] => (1)  CO2_c0[c0] + (1)  GDP_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	PEPCK_re	R00431	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Pyruvate metabolism	
rxn00612_c0	=	Cytosol_0	(Ga0182881_101160 or Ga0182881_101160)	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd00080[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00095[c0]	(1)  NADP_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Glycerone-phosphate_c0[c0]	G3PD2	R00844	Glycerophospholipid metabolism	Biosynthesis|CDP-diacylglycerol-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN-PWY|PHOSLIPSYN2-PWY|PWY0-1319|PWY4FS-7|PWY4FS-8|PhosphatidylglycerolBiosynthesis|Phospholipid-Biosynthesis
rxn05539_c0	>	Cytosol_0	((Ga0182881_112318 or Ga0182881_10311) or Ga0182881_103837)	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd01017[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd01017[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Cys-Gly_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Cys-Gly_c0[c0]	DIPEPabc15			
rxn05461_c0	=	Cytosol_0	(Ga0182881_110134 or Ga0182881_114013 or Ga0182881_106621 or Ga0182881_10259)	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11570[c0] <=> (1)  cpd00006[c0] + (1)  cpd11571[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxooctodecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  3-Hydroxyoctodecanoyl-ACP_c0[c0]				
rxn07312_c0	=	Cytosol_0	Ga0182881_109724	R07481_c0		-19.86		(1)  cpd00017[c0] + (1)  cpd01306[c0] <=> (1)  cpd00019[c0] + (1)  cpd00067[c0] + (1)  cpd05727[c0]	(1)  S-Adenosyl-L-methionine_c0[c0] + (1)  Cycloartenol_c0[c0] <=> (1)  S-Adenosyl-homocysteine_c0[c0] + (1)  H+_c0[c0] + (1)  24-Methylenecycloartanol_c0[c0]		R07481	Steroid biosynthesis	Biosynthesis|Lipid-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn02159_c0	=	Cytosol_0	(Ga0182881_104922 or Ga0182881_104922)	L-Histidinol:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00641[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd01324[c0]	(1)  NAD_c0[c0] + (1)  L-Histidinol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Histidinal_c0[c0]		R03012	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn10222_c0	=	Cytosol_0	Ga0182881_110016	isotetradecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15679[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15685[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisotetradecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisotetradecanoylglycerol_c0[c0]				
rxn00917_c0	>	Cytosol_0	Ga0182881_110216	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0		-23.14		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00053[c0] + (1)  cpd00497[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00023[c0] + (3)  cpd00067[c0] + (1)  cpd00126[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Glutamine_c0[c0] + (1)  XMP_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  L-Glutamate_c0[c0] + (3)  H+_c0[c0] + (1)  GMP_c0[c0]	GMPS2	R01231	Purine metabolism	Biosynthesis|DENOVOPURINE2-PWY|Nucleotide-Biosynthesis|PRPP-PWY|PUR-NUC-SYN|Purine-Nucleotide-De-Novo-Biosynthesis
rxn01292_c0	=	Cytosol_0	Ga0182881_10232	L-Arabinose aldose-ketose-isomerase_c0		-0.89		(1)  cpd00224[c0] <=> (1)  cpd00397[c0]	(1)  L-Arabinose_c0[c0] <=> (1)  L-Ribulose_c0[c0]	ARAI	R01761	Pentose and glucuronate interconversions	
rxn05417_c0	>	Cytosol_0	(Ga0182881_111440 and Ga0182881_106517)	6-methyl-heptanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11553[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11554[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-heptanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-nonanoyl-ACP_c0[c0]				
rxn01157_c0	=	Cytosol_0	Ga0182881_109322	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)_c0	4.2.1.48	-2.68		(1)  cpd00186[c0] <=> (1)  cpd00001[c0] + (1)  cpd01512[c0]	(1)  D-Glutamate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  5-Oxo-D-proline_c0[c0]		R01583	D-Glutamine and D-glutamate metabolism	
rxn05957_c0	>	Cytosol_0	(Ga0182881_111442 or Ga0182881_110235 or Ga0182881_101157)	O4-succinyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0		-1.88		(1)  cpd00239[c0] + (1)  cpd00822[c0] => (1)  cpd00036[c0] + (1)  cpd00135[c0]	(1)  H2S_c0[c0] + (1)  O-Succinyl-L-homoserine_c0[c0] => (1)  Succinate_c0[c0] + (1)  Homocysteine_c0[c0]	SHSL2	R01288	Cysteine and methionine metabolism	
rxn01844_c0	=	Cytosol_0	Ga0182881_111212	Sphingomyelin cholinephosphohydrolase_c0		-23.87		(1)  cpd00001[c0] + (1)  cpd00431[c0] <=> (1)  cpd00067[c0] + (1)  cpd00167[c0] + (1)  cpd00457[c0]	(1)  H2O_c0[c0] + (1)  Sphingomyelin_c0[c0] <=> (1)  H+_c0[c0] + (1)  Ceramide_c0[c0] + (1)  Phosphocholine_c0[c0]		R02541	Sphingolipid metabolism	
rxn08551_c0	>	Cytosol_0	(Ga0182881_106636 and Ga0182881_10087)	glycerol-3-phosphate acyltransferase (C18:0)_c0		-3.61		(1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd15268[c0] => (1)  cpd11493[c0] + (1)  cpd15329[c0]	(1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Octadecanoyl-ACP_c0[c0] => (1)  ACP_c0[c0] + (1)  1-octadecanoyl-sn-glycerol 3-phosphate_c0[c0]	G3PAT180			
rxn04781_c0	=	Cytosol_0	Ga0182881_10887	R06972_c0		7.97		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd09848[c0] <=> (1)  cpd03962[c0] + (1)  cpd09849[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  N-Cyclopropylammelide_c0[c0] <=> (1)  Cyanuric acid_c0[c0] + (1)  Cyclopropylamine_c0[c0]		R06972	Atrazine degradation	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|s-Triazine-Degradation
rxn00758_c0	>	Cytosol_0	Ga0182881_109750	sn-Glycero-3-phosphocholine glycerophosphohydrolase_c0		-14.34		(1)  cpd00001[c0] + (1)  cpd00507[c0] => (1)  cpd00067[c0] + (1)  cpd00080[c0] + (1)  cpd00098[c0]	(1)  H2O_c0[c0] + (1)  Glycerophosphocholine_c0[c0] => (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0] + (1)  Choline_c0[c0]	GPDDA1	R01030	Glycerophospholipid metabolism	
rxn02975_c0	=	Cytosol_0	(Ga0182881_111123 or Ga0182881_111143)	CDP-3,6-dideoxy-D-glucose 2-epimerase_c0	5.1.3.10	0		(1)  cpd02264[c0] <=> (1)  cpd02265[c0]	(1)  CDPparatose_c0[c0] <=> (1)  CDPtyvelose_c0[c0]		R04266	Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|SUGAR-NUCLEOTIDES
rxn10314_c0	=	Cytosol_0	Ga0182881_111146	anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0		-40.8		(24)  cpd00037[c0] + (1)  cpd15753[c0] <=> (24)  cpd00014[c0] + (1)  cpd15771[c0]	(24)  UDP-N-acetylglucosamine_c0[c0] + (1)  Anteisopentadecanoyllipoteichoic acid (n=24) , linked, unsubstituted_c0[c0] <=> (24)  UDP_c0[c0] + (1)  Anteisopentadecanoyllipoteichoic acid (n=24) , linked, N-acetyl-D-glucosamine_c0[c0]				
rxn06078_c0	>	Cytosol_0	(Ga0182881_110235 or Ga0182881_111442 or Ga0182881_101157)	O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0				(1)  cpd00268[c0] + (1)  cpd00790[c0] + (1)  cpd11421[c0] => (1)  cpd00029[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd00135[c0] + (1)  cpd11420[c0]	(1)  H2S2O3_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] + (1)  trdrd_c0[c0] => (1)  Acetate_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  Homocysteine_c0[c0] + (1)  trdox_c0[c0]		R02026	Cysteine and methionine metabolism	
rxn03848_c0	=	Cytosol_0	Ga0182881_11376	Biuret amidohydrolase_c0		-8.59		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd03963[c0] <=> (1)  cpd00011[c0] + (1)  cpd00013[c0] + (1)  cpd00073[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Biuret_c0[c0] <=> (1)  CO2_c0[c0] + (1)  NH3_c0[c0] + (1)  Urea_c0[c0]		R05562		
rxn05348_c0	>	Cytosol_0	(Ga0182881_111440 and Ga0182881_106517)	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11474[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11489[c0] + (1)  cpd11493[c0]	(1)  Decanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxododecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	3OAS120	R04963	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05435_c0	>	Cytosol_0	Ga0182881_111456	8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11506[c0] => (1)  cpd00003[c0] + (1)  cpd11507[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  8-methyl-decanoyl-ACP_c0[c0]				
rxn00798_c0	=	Cytosol_0	Ga0182881_104934	D-ribose aldose-ketose-isomerase_c0		0.67		(1)  cpd00105[c0] <=> (1)  cpd00258[c0]	(1)  D-Ribose_c0[c0] <=> (1)  D-Ribulose_c0[c0]		R01081		
rxn03245_c0	=	Cytosol_0	Ga0182881_111311	(S)-Hydroxydecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03118[c0] <=> (1)  cpd00001[c0] + (1)  cpd03129[c0]	(1)  (S) -Hydroxydecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Decenoyl-CoA_c0[c0]	ECOAH4	R04744	Fatty acid elongation|Fatty acid degradation	
rxn05229_c0	>	Cytosol_0	(Ga0182881_113932 and Ga0182881_105425)	NCAIR synthetase and NCAIR mutase_c0		-4.654		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd02140[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02893[c0]	(1)  ATP_c0[c0] + (1)  H2CO3_c0[c0] + (1)  AIR_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0[c0]				
rxn02911_c0	=	Cytosol_0	Ga0182881_111311	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase_c0		2.16		(1)  cpd03116[c0] <=> (1)  cpd00001[c0] + (1)  cpd02060[c0]	(1)  (S) -3-Hydroxydodecanoyl-CoA_c0[c0] <=> (1)  H2O_c0[c0] + (1)  (2E) -Dodecenoyl-CoA_c0[c0]	ECOAH5	R04170	Fatty acid elongation|Fatty acid degradation	
rxn05450_c0	>	Cytosol_0	Ga0182881_111456	14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11568[c0] => (1)  cpd00003[c0] + (1)  cpd11569[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-pentadec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  14-methyl-pentadecanoyl-ACP_c0[c0]				
rxn12847_c0	=	Cytosol_0	Ga0182881_10812	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]				
rxn05410_c0	=	Cytosol_0	(Ga0182881_114013 or Ga0182881_110134 or Ga0182881_106621 or Ga0182881_10259)	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11546[c0] <=> (1)  cpd00006[c0] + (1)  cpd11547[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-pentanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-pentanoyl-ACP_c0[c0]				
rxn05443_c0	>	Cytosol_0	Ga0182881_111456	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11539[c0] => (1)  cpd00003[c0] + (1)  cpd11540[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  13-methyl-trans-tetra-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0]				
rxn05535_c0	>	Cytosol_0	((Ga0182881_112318 or Ga0182881_10311) or Ga0182881_103837)	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11591[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11591[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Gly-Met_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Gly-Met_c0[c0]	DIPEPabc11			
rxn02821_c0	=	Cytosol_0	Ga0182881_104912	Acylneuraminyl hydrolase_c0		12.64		(1)  cpd00232[c0] + (1)  cpd01743[c0] <=> (1)  cpd00001[c0] + (1)  cpd03653[c0]	(1)  Neu5Ac_c0[c0] + (1)  Cerebroside_c0[c0] <=> (1)  H2O_c0[c0] + (1)  GM4_c0[c0]		R04018	Sphingolipid metabolism	
rxn10208_c0	>	Cytosol_0	(Ga0182881_106636 and Ga0182881_10087)	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11437[c0] => (1)  cpd00010[c0] + (1)  cpd15674[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa3coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-isopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn05345_c0	>	Cytosol_0	(Ga0182881_111440 and Ga0182881_106517)	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11468[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11491[c0] + (1)  cpd11493[c0]	(1)  Dodecanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxotetradecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	3OAS140	R04726	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn04068_c0	=	Cytosol_0	(Ga0182881_11337 or Ga0182881_110777)	Glycocholate amidohydrolase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd01318[c0] <=> (1)  cpd00033[c0] + (1)  cpd00526[c0]	(1)  H2O_c0[c0] + (1)  Glycocholate_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  Cholate_c0[c0]		R05835	Primary bile acid biosynthesis	Degradation|Other-Degradation
