gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2755614683	114	5	110	1.8e-31	94.7	TIGR01044	ribosomal protein L22, bacterial type
2755614684	253	1	212	1.1e-86	275.9	TIGR01009	ribosomal protein S3, bacterial type
2755614685	139	2	127	7.5e-61	190	TIGR01164	ribosomal protein L16, bacterial/organelle
2755614686	69	11	66	7.7e-15	41	TIGR00012	ribosomal protein L29
2755614687	85	7	78	3.8e-41	125.3	TIGR03635	ribosomal protein uS17, bacterial form
2755614688	122	1	122	7.6e-62	192.8	TIGR01067	ribosomal protein L14, bacterial/organelle
2755614689	112	8	111	9.2e-32	95.8	TIGR01079	ribosomal protein L24, bacterial/organelle
2755614693	184	2	181	1.6e-72	229	TIGR03654	ribosomal protein L6, bacterial type
2755614694	117	4	117	3.1e-41	126.6	TIGR00060	ribosomal protein L18, bacterial type
2755614695	172	13	168	3.9e-67	211	TIGR01021	ribosomal protein S5, bacterial/organelle type
2755614696	60	4	58	1.2e-29	88	TIGR01308	ribosomal protein L30, bacterial/organelle
2755614697	149	2	146	1.8e-48	150.2	TIGR01071	ribosomal protein L15, bacterial/organelle
2755614698	452	18	431	4.7e-115	370.7	TIGR00967	preprotein translocase, SecY subunit
2755614699	265	1	248	1.3e-90	289.3	TIGR00500	methionine aminopeptidase, type I
2755614700	412	7	405	0.0e+00	433.8	TIGR00275	flavoprotein, HI0933 family
2755614702	447	11	443	0.0e+00	524.3	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
2755614704	310	11	308	3.9e-99	317.8	TIGR00276	epoxyqueuosine reductase
2755614710	864	6	862	0.0e+00	1291.4	TIGR03346	ATP-dependent chaperone ClpB
2755614719	400	1	199	1.3e-79	253.4	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2755614719	400	207	397	8.6e-77	244	TIGR00505	GTP cyclohydrolase II
2755614723	473	52	468	0.0e+00	434.7	TIGR00387	glycolate oxidase, subunit GlcD
2755614724	536	11	536	0.0e+00	711.2	TIGR00224	phosphoenolpyruvate carboxykinase (ATP)
2755614727	276	6	274	1.1e-100	322.5	TIGR00274	N-acetylmuramic acid 6-phosphate etherase
2755614729	524	50	380	1.2e-79	253.8	TIGR00225	C-terminal peptidase (prc)
2755614733	301	17	301	1.6e-33	102.1	TIGR02108	coenzyme PQQ biosynthesis protein B
2755614737	239	21	236	9.2e-53	166.3	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2755614737	239	41	234	2.9e-76	242.6	TIGR02055	thioredoxin-dependent adenylylsulfate APS reductase
2755614738	303	10	303	3.3e-129	416.7	TIGR02039	sulfate adenylyltransferase, small subunit
2755614739	430	20	209	2.0e-15	44	TIGR00231	small GTP-binding protein domain
2755614739	430	21	429	0.0e+00	545.5	TIGR02034	sulfate adenylyltransferase, large subunit
2755614740	276	3	241	5.6e-75	238.1	TIGR01469	uroporphyrin-III C-methyltransferase
2755614745	374	46	369	5.2e-58	182.5	TIGR01730	RND family efflux transporter, MFP subunit
2755614746	501	8	195	5.9e-38	116.6	TIGR01470	siroheme synthase, N-terminal domain
2755614748	441	14	433	0.0e+00	634.9	TIGR00936	adenosylhomocysteinase
2755614751	129	2	112	2.5e-20	59.1	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
2755614755	390	22	373	0.0e+00	450.5	TIGR03700	putative menaquinone biosynthesis radical SAM enzyme, SCO4494 family
2755614755	390	65	373	2.8e-105	338.9	TIGR00423	radical SAM domain protein, CofH subfamily
2755614756	417	1	417	0.0e+00	502.1	TIGR00889	nucleoside transporter
2755614759	105	5	105	5.7e-42	128.3	TIGR01068	thioredoxin
2755614764	81	1	80	7.4e-18	51.2	TIGR00029	ribosomal protein S20
2755614765	916	6	914	0.0e+00	1005.5	TIGR00239	2-oxoglutarate dehydrogenase, E1 component
2755614766	412	2	403	0.0e+00	517.4	TIGR01347	2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase (E2 component)
2755614767	300	185	212	2.4e-05	11.1	TIGR01643	YD repeat (two copies)
2755614769	369	5	361	8.2e-98	313.4	TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2755614776	129	5	124	6.6e-44	135.2	TIGR04256	GxxExxY protein
2755614779	883	7	253	2.9e-81	260.7	TIGR00398	methionine--tRNA ligase
2755614779	883	747	883	8.9e-44	135.8	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2755614784	219	1	218	1.4e-85	272.3	TIGR01737	phosphoribosylformylglycinamidine synthase I
2755614787	576	46	568	0.0e+00	535.5	TIGR00066	gamma-glutamyltranspeptidase
2755614791	185	27	177	8.9e-28	83.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755614798	122	7	119	3.2e-35	107.2	TIGR00494	protein CrcB
2755614802	716	215	577	4.5e-90	288	TIGR00225	C-terminal peptidase (prc)
2755614814	163	7	162	2.9e-45	141	TIGR01670	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
2755614814	163	8	129	4.3e-15	43.2	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2755614818	619	2	546	4.7e-115	371.4	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2755614836	89	4	89	3.7e-36	109.6	TIGR00952	ribosomal protein S15, bacterial/organelle
2755614837	739	28	716	0.0e+00	916.4	TIGR03591	polyribonucleotide nucleotidyltransferase
2755614838	271	10	264	1.3e-42	132.1	TIGR00406	ribosomal protein L11 methyltransferase
2755614839	217	1	204	1.4e-57	180.8	TIGR00023	acyl-phosphate glycerol 3-phosphate acyltransferase
2755614845	367	8	293	3.0e-92	295	TIGR02050	carboxylate-amine ligase, YbdK family
2755614846	157	1	149	7.8e-27	80	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755614850	192	2	176	7.4e-46	141.7	TIGR00079	peptide deformylase
2755614851	136	5	134	6.8e-22	64.1	TIGR00250	putative transcription antitermination factor YqgF
2755614852	308	3	307	4.1e-90	288	TIGR01475	putative 4-hydroxybenzoate polyprenyltransferase
2755614855	873	7	870	0.0e+00	923.8	TIGR01070	DNA mismatch repair protein MutS
2755614857	275	17	273	5.4e-99	317	TIGR01496	dihydropteroate synthase
2755614864	387	5	365	0.0e+00	441.1	TIGR02349	chaperone protein DnaJ
2755614867	178	13	177	6.2e-52	161.8	TIGR01203	hypoxanthine phosphoribosyltransferase
2755614872	175	3	175	1.8e-55	174.5	TIGR00730	TIGR00730 family protein
2755614872	175	3	175	6.2e-15	42.1	TIGR00725	TIGR00725 family protein
2755614873	646	1	420	0.0e+00	468.6	TIGR01391	DNA primase, catalytic core
2755614875	1043	227	257	2.4e-17	49.7	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2755614875	1043	27	1043	0.0e+00	531.1	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2755614879	229	8	221	6.5e-63	198.1	TIGR00453	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2755614888	422	271	418	2.1e-45	142.2	TIGR00199	amidohydrolase, PncC family
2755614888	422	5	174	3.7e-25	76.3	TIGR00177	molybdenum cofactor synthesis domain
2755614888	422	5	421	3.2e-93	300.2	TIGR00200	competence/damage-inducible protein CinA N-terminal domain
2755614889	475	59	455	8.1e-60	188.5	TIGR00666	D-alanyl-D-alanine carboxypeptidase, serine-type, PBP4 family
2755614891	136	7	124	6.5e-32	96.5	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2755614897	365	1	365	0.0e+00	489.3	TIGR00092	GTP-binding protein YchF
2755614908	162	19	155	4.4e-42	129.6	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2755614910	321	1	312	0.0e+00	446.8	TIGR03182	pyruvate dehydrogenase E1 component, alpha subunit
2755614912	641	18	271	4.9e-90	287.3	TIGR00502	glucosamine-6-phosphate isomerase
2755614920	344	27	324	1.4e-79	253.6	TIGR00571	DNA adenine methylase (dam)
2755614925	79	9	75	2.1e-22	65.9	TIGR03412	FeS assembly protein IscX
2755614927	187	1	185	2.8e-54	169.5	TIGR00172	MAF protein
2755614932	856	16	643	0.0e+00	671.5	TIGR01051	DNA topoisomerase I, bacterial
2755614938	165	19	162	8.6e-59	184.6	TIGR02199	rfaE bifunctional protein, domain II
2755614938	165	31	98	3.4e-18	52.8	TIGR00125	cytidyltransferase-like domain
2755614939	342	11	336	1.4e-18	53.3	TIGR00374	conserved hypothetical protein
2755614940	283	1	283	1.1e-82	264.2	TIGR00018	pantoate--beta-alanine ligase
2755614940	283	25	88	3.5e-11	30.4	TIGR00125	cytidyltransferase-like domain
2755614942	417	4	398	0.0e+00	524.5	TIGR01034	S-adenosylmethionine synthetase
2755614945	220	3	216	1.4e-64	203.9	TIGR00044	pyridoxal phosphate enzyme, YggS family
2755614947	334	2	334	4.1e-93	298.2	TIGR00233	tryptophanyl-tRNA synthetase
2755614948	683	10	648	0.0e+00	710.7	TIGR00643	ATP-dependent DNA helicase RecG
2755614949	1215	1128	1215	5.4e-16	44.8	TIGR04131	gliding motility-associated C-terminal domain
2755614950	340	5	320	4.9e-55	173	TIGR03519	type IX secretion system membrane protein, PorP/SprF family
2755614953	296	15	196	2.5e-59	187.3	TIGR00070	ATP phosphoribosyltransferase
2755614953	296	196	295	1.8e-35	108.3	TIGR03455	ATP phosphoribosyltransferase, C-terminal domain
2755614954	425	30	422	0.0e+00	532.1	TIGR00069	histidinol dehydrogenase
2755614955	349	9	347	2.7e-116	374.2	TIGR01141	histidinol-phosphate aminotransferase
2755614958	379	2	164	2.1e-56	177.5	TIGR01261	histidinol-phosphatase
2755614958	379	3	151	2.1e-23	70.7	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2755614958	379	3	152	1.5e-36	113.2	TIGR01656	histidinol-phosphate phosphatase family domain
2755614961	193	2	193	4.1e-54	169.3	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2755614962	330	5	329	2.3e-98	315.5	TIGR01245	anthranilate phosphoribosyltransferase
2755614966	413	20	402	0.0e+00	574.9	TIGR00263	tryptophan synthase, beta subunit
2755614967	262	5	261	5.8e-63	198.1	TIGR00262	tryptophan synthase, alpha subunit
2755614968	198	3	196	9.1e-68	214	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2755614969	376	140	371	1.8e-75	239.5	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2755614970	252	1	251	1.9e-111	357.4	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2755614972	198	109	192	5.3e-32	96.2	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
2755614974	124	11	124	1.7e-31	95.1	TIGR01617	transcriptional regulator, Spx/MgsR family
2755614976	198	1	198	6.7e-61	191	TIGR00187	riboflavin synthase, alpha subunit
2755614977	65	3	58	8.2e-15	40.7	TIGR00030	ribosomal protein S21
2755614979	99	1	99	7.7e-14	38.3	TIGR00741	ribosomal subunit interface protein
2755614984	395	1	395	0.0e+00	735.4	TIGR00485	translation elongation factor TU
2755614984	395	10	161	1.1e-18	54.7	TIGR00231	small GTP-binding protein domain
2755614986	64	4	61	3.1e-17	48.5	TIGR00964	preprotein translocase, SecE subunit, bacterial
2755614987	201	21	200	4.9e-52	162.3	TIGR00922	transcription termination/antitermination factor NusG
2755614988	414	51	189	4.5e-34	103.7	TIGR00880	Multidrug resistance protein
2755614992	192	22	185	6.3e-31	93.3	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755614993	949	27	938	0.0e+00	1032.5	TIGR00630	excinuclease ABC, A subunit
2755614994	72	2	42	1.2e-05	13.5	TIGR01445	intein N-terminal splicing region
2755614994	72	3	71	4.7e-39	119.5	TIGR00008	translation initiation factor IF-1
2755614995	38	1	38	7.5e-19	53.9	TIGR01022	ribosomal protein L36, bacterial type
2755614996	126	3	115	5.6e-56	174.1	TIGR03631	ribosomal protein uS13, bacterial form
2755614997	136	5	133	8.1e-57	176.9	TIGR03632	ribosomal protein uS11, bacterial form
2755614998	201	3	201	2.2e-73	232.3	TIGR01017	ribosomal protein S4, bacterial/organelle type
2755614999	333	21	322	8.1e-118	378.9	TIGR02027	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
2755615000	176	6	122	2.0e-40	123.8	TIGR00059	ribosomal protein L17
2755615001	366	8	365	0.0e+00	480.8	TIGR01368	carbamoyl-phosphate synthase, small subunit
2755615002	142	2	140	5.5e-56	174.2	TIGR01088	3-dehydroquinate dehydratase, type II
2755615011	502	3	489	0.0e+00	679.6	TIGR01317	glutamate synthases, NADH/NADPH, small subunit
2755615013	426	10	426	0.0e+00	655.6	TIGR02079	threonine dehydratase
2755615013	426	11	422	4.4e-113	365.4	TIGR01124	threonine ammonia-lyase, biosynthetic, long form
2755615015	357	35	355	5.2e-99	317.1	TIGR00465	ketol-acid reductoisomerase
2755615016	204	13	171	2.7e-33	101.2	TIGR00119	acetolactate synthase, small subunit
2755615017	582	19	579	0.0e+00	708.4	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2755615018	560	19	559	0.0e+00	737.7	TIGR00110	dihydroxy-acid dehydratase
2755615019	373	4	348	0.0e+00	451.8	TIGR00169	3-isopropylmalate dehydrogenase
2755615021	217	22	209	1.8e-63	199.8	TIGR00171	3-isopropylmalate dehydratase, small subunit
2755615022	472	7	470	0.0e+00	687.3	TIGR00170	3-isopropylmalate dehydratase, large subunit
2755615025	458	41	440	0.0e+00	442.9	TIGR00836	ammonium transporter
2755615026	1428	16	1123	0.0e+00	1431.2	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2755615029	328	6	324	2.0e-105	338.4	TIGR02198	rfaE bifunctional protein, domain I
2755615033	517	206	517	0.0e+00	467	TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit
2755615033	517	5	199	7.3e-68	214.7	TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit
2755615036	325	4	325	1.7e-90	289.2	TIGR01205	D-alanine--D-alanine ligase
2755615039	436	56	407	2.4e-90	289.1	TIGR00260	threonine synthase
2755615040	327	22	325	6.8e-68	214.7	TIGR00191	homoserine kinase
2755615041	815	1	459	3.7e-130	421.8	TIGR00657	aspartate kinase
2755615041	815	1	460	2.5e-114	369.3	TIGR00656	aspartate kinase, monofunctional class
2755615044	518	81	515	4.2e-120	387.3	TIGR00836	ammonium transporter
2755615058	93	5	93	1.1e-11	32.3	TIGR02385	addiction module toxin, RelE/StbE family
2755615058	93	8	90	2.1e-29	88.8	TIGR02116	toxin-antitoxin system, toxin component, Txe/YoeB family
2755615067	83	1	82	3.3e-23	67.9	TIGR00105	ribosomal protein L31
2755615071	243	2	232	1.6e-97	311.7	TIGR04001	bacillithiol biosynthesis deacetylase BshB1
2755615074	153	1	145	9.8e-25	73.2	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755615077	280	29	220	1.2e-37	115.4	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2755615078	82	3	81	3.1e-21	61.7	TIGR00302	phosphoribosylformylglycinamidine synthase, purS protein
2755615079	221	1	221	4.3e-81	258.3	TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2755615081	799	279	779	5.2e-54	169.4	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2755615082	57	1	52	1.2e-18	52.8	TIGR00847	cytochrome oxidase maturation protein, cbb3-type
2755615083	712	486	707	1.7e-84	270.1	TIGR00781	cytochrome c oxidase, cbb3-type, subunit II
2755615083	712	5	473	0.0e+00	657.3	TIGR00780	cytochrome c oxidase, cbb3-type, subunit I
2755615085	390	174	357	7.3e-30	90.2	TIGR00782	cytochrome c oxidase, cbb3-type, subunit III
2755615086	468	38	466	1.4e-122	395.7	TIGR02745	cytochrome c oxidase accessory protein FixG
2755615091	178	2	172	2.5e-39	120.9	TIGR02274	deoxycytidine triphosphate deaminase
2755615094	112	4	106	7.8e-42	127.7	TIGR04019	bacillithiol system protein YtxJ
2755615097	256	5	200	1.2e-24	73	TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family
2755615101	483	5	483	0.0e+00	580.9	TIGR00457	asparaginyl-tRNA synthetase
2755615102	531	2	531	0.0e+00	629.7	TIGR00767	transcription termination factor Rho
2755615106	721	635	720	1.0e-21	63.2	TIGR04131	gliding motility-associated C-terminal domain
2755615119	240	25	240	1.4e-42	132	TIGR00298	2-phosphosulfolactate phosphatase
2755615120	131	38	131	1.4e-49	154.9	TIGR00413	rare lipoprotein A
2755615122	357	1	357	8.4e-124	399.1	TIGR00528	glycine cleavage system T protein
2755615127	139	1	132	1.7e-46	144.7	TIGR00621	single stranded DNA-binding protein (ssb)
2755615128	441	26	436	0.0e+00	471.3	TIGR03520	gliding motility-associated protein GldE
2755615129	250	36	249	3.9e-46	143.7	TIGR03512	gliding motility-associated lipoprotein GldD
2755615131	457	27	437	0.0e+00	481.4	TIGR00273	iron-sulfur cluster-binding protein
2755615136	295	12	285	1.7e-83	266.2	TIGR00750	LAO/AO transport system ATPase
2755615141	240	4	238	5.6e-38	117	TIGR00671	pantothenate kinase, type III
2755615142	195	6	179	6.1e-15	41.3	TIGR04409	LPS export ABC transporter periplasmic protein LptC
2755615143	251	13	240	5.0e-89	283.6	TIGR00055	undecaprenyl diphosphate synthase
2755615144	915	273	912	4.5e-70	222.8	TIGR03303	outer membrane protein assembly complex, YaeT protein
2755615148	275	8	265	2.6e-63	199.7	TIGR00067	glutamate racemase
2755615149	51	1	44	3.3e-25	74.4	TIGR01030	ribosomal protein L34, bacterial type
2755615150	118	2	72	5.0e-11	29.1	TIGR00188	ribonuclease P protein component, eubacterial
2755615151	79	15	79	2.7e-30	90.3	TIGR00278	putative membrane protein insertion efficiency factor
2755615156	139	6	134	6.1e-50	155	TIGR02691	arsenate reductase (thioredoxin)
2755615159	139	13	124	1.6e-15	43.6	TIGR03698	clan AA aspartic protease, AF_0612 family
2755615160	572	24	572	0.0e+00	555.2	TIGR02289	oligoendopeptidase, M3 family
2755615163	354	3	353	1.1e-130	421.5	TIGR01036	dihydroorotate dehydrogenase, subfamily 2
2755615164	391	6	389	0.0e+00	441.5	TIGR01930	acetyl-CoA acetyltransferases
2755615171	184	3	183	8.5e-48	148.9	TIGR00681	K+-transporting ATPase, C subunit
2755615172	685	1	682	0.0e+00	1041.1	TIGR01497	K+-transporting ATPase, B subunit
2755615172	685	71	371	4.9e-35	107.8	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2755615173	567	3	566	0.0e+00	605.3	TIGR00680	K+-transporting ATPase, KdpA
2755615179	343	269	336	3.3e-09	23.3	TIGR04085	radical SAM additional 4Fe4S-binding SPASM domain
2755615183	179	22	178	7.0e-30	89.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755615184	125	2	125	2.0e-50	156.3	TIGR00527	glycine cleavage system H protein
2755615187	609	3	307	1.2e-92	296.9	TIGR00585	DNA mismatch repair protein MutL
2755615190	334	162	321	8.0e-15	42.1	TIGR00231	small GTP-binding protein domain
2755615190	334	6	329	4.1e-125	404.1	TIGR02729	Obg family GTPase CgtA
2755615192	602	1	156	2.8e-27	82.6	TIGR00231	small GTP-binding protein domain
2755615192	602	3	593	0.0e+00	894	TIGR01394	GTP-binding protein TypA/BipA
2755615197	349	2	349	3.9e-112	360.4	TIGR00747	3-oxoacyl-(acyl-carrier-protein) synthase III
2755615198	333	36	333	7.7e-44	135.8	TIGR00147	lipid kinase, YegS/Rv2252/BmrU family
2755615202	183	21	175	6.8e-32	96.5	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755615208	149	10	149	2.1e-54	170.5	TIGR00689	sugar-phosphate isomerase, RpiB/LacA/LacB family
2755615208	149	9	149	2.8e-52	163.6	TIGR01120	ribose 5-phosphate isomerase B
2755615212	114	41	91	5.3e-13	34.5	TIGR00778	alkylhydroperoxidase AhpD family core domain
2755615213	470	6	470	0.0e+00	617.3	TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)
2755615214	499	8	499	0.0e+00	626.1	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2755615217	202	5	202	5.8e-61	191.3	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2755615218	35	1	26	3.3e-16	45.3	TIGR04560	ribosomal small subunit protein bTHX
2755615221	256	1	254	1.4e-89	287.1	TIGR00195	exodeoxyribonuclease III
2755615221	256	1	255	2.1e-94	302.8	TIGR00633	exodeoxyribonuclease III (xth)
2755615223	239	48	220	6.0e-20	58.4	TIGR00725	TIGR00725 family protein
2755615223	239	48	223	1.2e-45	142.5	TIGR00730	TIGR00730 family protein
2755615227	524	23	454	0.0e+00	456.9	TIGR00757	ribonuclease, Rne/Rng family
2755615231	310	1	236	2.0e-72	230	TIGR01084	A/G-specific adenine glycosylase
2755615232	867	779	867	3.9e-18	51.7	TIGR04131	gliding motility-associated C-terminal domain
2755615235	397	4	394	1.2e-82	264.3	TIGR00032	argininosuccinate synthase
2755615236	333	2	332	7.3e-90	287.6	TIGR01850	N-acetyl-gamma-glutamyl-phosphate reductase, common form
2755615239	262	4	241	1.0e-63	201	TIGR00761	acetylglutamate kinase
2755615241	443	5	427	1.1e-103	333.7	TIGR00838	argininosuccinate lyase
2755615242	423	1	417	0.0e+00	455.5	TIGR00414	seryl-tRNA synthetase
2755615249	126	5	123	5.7e-44	135.4	TIGR04256	GxxExxY protein
2755615258	233	21	231	5.2e-33	100.6	TIGR00201	comF family protein
2755615259	456	1	452	0.0e+00	578.1	TIGR00416	DNA repair protein RadA
2755615260	1102	22	1102	0.0e+00	445.7	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2755615276	1213	352	474	8.7e-16	44.4	TIGR00229	PAS domain S-box
2755615280	222	2	221	2.0e-77	245.8	TIGR02453	TIGR02453 family protein
2755615282	702	34	697	0.0e+00	781.4	TIGR00575	DNA ligase, NAD-dependent
2755615284	324	2	323	5.1e-29	87.5	TIGR00321	deoxyhypusine synthase
2755615295	358	5	356	0.0e+00	444.3	TIGR02160	phenylacetate-CoA oxygenase/reductase, PaaK subunit
2755615297	322	17	305	0.0e+00	542.5	TIGR02156	phenylacetate-CoA oxygenase, PaaG subunit
2755615298	118	29	118	2.2e-46	142.2	TIGR02157	phenylacetate-CoA oxygenase, PaaH subunit
2755615299	133	11	118	7.3e-32	96.1	TIGR02436	four helix bundle protein
2755615300	266	80	266	1.7e-61	194.1	TIGR02158	phenylacetate-CoA oxygenase, PaaI subunit
2755615302	162	14	162	3.2e-64	201.7	TIGR02159	phenylacetate-CoA oxygenase, PaaJ subunit
2755615303	258	4	258	5.0e-99	316.9	TIGR02280	phenylacetate degradation probable enoyl-CoA hydratase paaB
2755615304	142	20	134	2.0e-34	105.3	TIGR00369	uncharacterized domain 1
2755615304	142	22	135	1.4e-41	128.4	TIGR02286	phenylacetic acid degradation protein PaaD
2755615305	127	12	119	1.9e-32	98	TIGR02436	four helix bundle protein
2755615309	371	1	369	1.9e-85	272.9	TIGR00663	DNA polymerase III, beta subunit
2755615321	615	10	611	0.0e+00	663	TIGR03710	2-oxoacid:acceptor oxidoreductase, alpha subunit
2755615328	689	196	560	6.1e-58	182.4	TIGR00225	C-terminal peptidase (prc)
2755615330	615	4	360	0.0e+00	444.6	TIGR02397	DNA polymerase III, subunit gamma and tau
2755615339	847	597	808	5.3e-44	136.2	TIGR01007	capsular exopolysaccharide family
2755615340	340	4	329	0.0e+00	503.1	TIGR03589	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
2755615341	385	3	382	0.0e+00	481.6	TIGR03588	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
2755615344	348	12	288	9.6e-53	165.6	TIGR03590	UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
2755615346	348	17	342	0.0e+00	482.1	TIGR03586	pseudaminic acid synthase
2755615347	239	9	232	2.1e-90	288.2	TIGR03584	pseudaminic acid cytidylyltransferase
2755615348	204	2	204	1.5e-70	223.1	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2755615349	261	1	261	7.2e-72	227.7	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2755615350	405	10	362	3.9e-102	328.1	TIGR03573	N-acetyl sugar amidotransferase
2755615357	628	2	559	2.7e-119	385.4	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2755615366	591	2	545	0.0e+00	458.2	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2755615371	370	2	352	0.0e+00	587.6	TIGR01472	GDP-mannose 4,6-dehydratase
2755615374	351	4	335	0.0e+00	458.5	TIGR01181	dTDP-glucose 4,6-dehydratase
2755615375	187	2	180	1.8e-75	238.6	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2755615376	285	2	285	0.0e+00	475.8	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2755615378	168	5	164	9.9e-25	73.2	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2755615379	494	6	494	1.5e-126	408.9	TIGR02734	phytoene desaturase
2755615381	177	4	161	3.6e-42	130	TIGR02150	isopentenyl-diphosphate delta-isomerase, type 1
2755615382	502	6	502	2.6e-104	335.6	TIGR02734	phytoene desaturase
2755615385	384	6	315	2.1e-30	92.1	TIGR01790	lycopene cyclase family protein
2755615387	740	11	740	0.0e+00	1210.9	TIGR00198	catalase/peroxidase HPI
2755615392	410	5	130	2.4e-28	85	TIGR00229	PAS domain S-box
2755615393	248	14	239	6.9e-54	168.9	TIGR03652	iron-sulfur cluster repair di-iron protein
2755615407	439	36	423	8.7e-48	148.9	TIGR01730	RND family efflux transporter, MFP subunit
2755615409	375	2	364	5.7e-79	251.7	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2755615441	324	26	323	8.7e-36	109.7	TIGR00698	conserved hypothetical integral membrane protein
2755615451	434	133	433	1.4e-108	351.2	TIGR03525	gliding motility-associated lipoprotein GldK
2755615451	434	2	433	3.7e-113	365.7	TIGR03529	gliding motility-associated lipoprotein GldK
2755615452	242	10	70	4.1e-18	52.2	TIGR03513	gliding motility-associated protein GldL
2755615453	513	2	507	1.5e-95	306.8	TIGR03517	gliding motility-associated protein GldM
2755615454	360	86	360	1.9e-53	167.6	TIGR03523	gliding motility associated protien GldN
2755615458	819	138	819	2.1e-79	253.7	TIGR01783	TonB-dependent siderophore receptor
2755615470	188	2	186	5.4e-64	201.3	TIGR00038	translation elongation factor P
2755615471	160	1	159	3.0e-54	169.8	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2755615472	446	1	446	0.0e+00	730	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2755615482	737	13	737	0.0e+00	885.3	TIGR01736	phosphoribosylformylglycinamidine synthase II
2755615483	347	20	342	6.1e-113	363.1	TIGR02197	ADP-L-glycero-D-manno-heptose-6-epimerase
2755615484	265	5	263	2.0e-69	220.2	TIGR00112	pyrroline-5-carboxylate reductase
2755615489	549	1	528	0.0e+00	779.7	TIGR00337	CTP synthase
2755615496	665	417	613	3.4e-54	170.8	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2755615496	665	51	399	1.7e-33	103.6	TIGR03593	membrane protein insertase, YidC/Oxa1 family, N-terminal domain
2755615497	218	11	214	4.1e-15	42.2	TIGR01200	GLPGLI family protein
2755615502	243	2	243	7.2e-55	172	TIGR00507	shikimate dehydrogenase
2755615506	189	4	189	7.7e-43	132.1	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2755615511	491	273	343	7.8e-15	40.8	TIGR00277	HDIG domain
