gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2755614271	1131	75.02	1	1127	1	1139	0.0e+00	1980	KO:K03723	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
2755614274	241	60.25	3	241	4	239	7.6e-102	337	KO:K00523	CDP-4-dehydro-6-deoxyglucose reductase [EC:1.17.1.1]	EC:1.17.1.1	Yes
2755614275	215	78.6	1	215	1	215	2.3e-126	404	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2755614278	258	68.22	1	258	1	258	4.9e-128	413	KO:K01715	enoyl-CoA hydratase [EC:4.2.1.17]	EC:4.2.1.17	Yes
2755614284	437	75.9	22	436	3	417	0.0e+00	741	KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	Yes
2755614285	965	79.38	23	962	5	945	0.0e+00	1720	KO:K03701	excinuclease ABC subunit A		Yes
2755614286	149	61.54	6	147	6	148	7.0e-55	194	KO:K02348	ElaA protein		Yes
2755614294	530	69.57	1	525	1	520	0.0e+00	830	KO:K07137	uncharacterized protein		Yes
2755614297	319	57.34	13	297	7	292	2.8e-110	368	KO:K01081	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2755614298	475	87.84	1	475	1	477	0.0e+00	971	KO:K02313	chromosomal replication initiator protein		Yes
2755614301	131	41.73	3	127	7	131	6.6e-24	104	KO:K13195	cold-inducible RNA-binding protein		Yes
2755614303	491	66.67	1	489	1	489	0.0e+00	780	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	Yes
2755614309	310	70.13	3	300	2	298	0.0e+00	483	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2755614310	445	46.65	1	443	1	436	0.0e+00	446	KO:K01992	ABC-2 type transport system permease protein		Yes
2755614317	193	56.19	1	193	1	194	2.1e-64	226	KO:K03550	holliday junction DNA helicase RuvA [EC:3.6.4.12]	EC:3.6.4.12	Yes
2755614318	329	76.52	2	329	3	330	0.0e+00	599	KO:K00648	3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	EC:2.3.1.180	Yes
2755614320	410	57.64	2	407	3	408	0.0e+00	534	KO:K01761	methionine-gamma-lyase [EC:4.4.1.11]	EC:4.4.1.11	Yes
2755614322	557	60.22	1	553	76	633	0.0e+00	788	KO:K06015	N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	EC:3.5.1.81	Yes
2755614324	297	75.68	3	297	2	297	0.0e+00	504	KO:K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	EC:2.3.1.39	Yes
2755614325	239	74.25	1	233	1	231	1.5e-124	401	KO:K01495	GTP cyclohydrolase I [EC:3.5.4.16]	EC:3.5.4.16	Yes
2755614326	136	70.37	1	135	2	136	2.5e-68	231	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.1.2.50	Yes
2755614326	136	70.37	1	135	2	136	2.5e-68	231	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.2.3.12	Yes
2755614327	233	72.41	1	232	1	231	1.3e-121	392	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2755614328	210	74.38	9	210	11	213	4.8e-108	351	KO:K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	EC:3.4.21.92	Yes
2755614329	411	78.62	7	411	6	412	0.0e+00	749	KO:K03544	ATP-dependent Clp protease ATP-binding subunit ClpX		Yes
2755614331	265	75.09	1	265	52	316	0.0e+00	488	KO:K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	EC:2.3.1.129	Yes
2755614332	468	82.01	1	467	1	467	0.0e+00	914	KO:K16363	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]	EC:3.5.1.108	Yes
2755614332	468	82.01	1	467	1	467	0.0e+00	914	KO:K16363	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]	EC:4.2.1.59	Yes
2755614341	770	46.97	16	769	73	843	0.0e+00	812	KO:K01190	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	Yes
2755614343	939	51.73	19	936	27	948	0.0e+00	1130	KO:K01190	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	Yes
2755614344	334	69.44	8	331	6	326	0.0e+00	531	KO:K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	EC:1.1.1.-	Yes
2755614347	403	56.3	2	402	4	408	0.0e+00	574	KO:K01730	oligogalacturonide lyase [EC:4.2.2.6]	EC:4.2.2.6	Yes
2755614352	424	77.36	1	424	1	424	0.0e+00	769	KO:K01820	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	EC:5.3.1.-	Yes
2755614352	424	77.36	1	424	1	424	0.0e+00	769	KO:K01820	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	EC:5.3.1.14	Yes
2755614353	104	78.85	1	104	1	104	5.8e-57	196	KO:K03534	L-rhamnose mutarotase [EC:5.1.3.32]	EC:5.1.3.32	Yes
2755614355	387	66.58	1	386	1	355	0.0e+00	611	KO:K02856	L-rhamnose-H+ transport protein		Yes
2755614357	628	64.5	8	620	4	616	0.0e+00	967	KO:K18197	rhamnogalacturonan endolyase [EC:4.2.2.23]	EC:4.2.2.23	Yes
2755614369	186	55.61	1	186	2	188	1.5e-69	240	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2755614374	217	51.89	3	214	15	223	2.9e-76	262	KO:K07152	protein SCO1/2		Yes
2755614378	397	78.09	1	397	12	408	0.0e+00	732	KO:K00812	aspartate aminotransferase [EC:2.6.1.1]	EC:2.6.1.1	Yes
2755614383	123	65	1	120	1	120	1.0e-56	197	KO:K08987	putative membrane protein		Yes
2755614384	342	71.3	4	341	2	338	0.0e+00	592	KO:K00965	UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	EC:2.7.7.12	Yes
2755614385	370	57.26	3	365	17	381	0.0e+00	496	KO:K00849	galactokinase [EC:2.7.1.6]	EC:2.7.1.6	Yes
2755614386	567	69.34	1	567	1	566	0.0e+00	909	KO:K03307	solute:Na+ symporter, SSS family		Yes
2755614388	220	50.92	1	218	1	218	8.5e-73	252	KO:K19270	sugar-phosphatase [EC:3.1.3.23]	EC:3.1.3.23	Yes
2755614395	118	69.23	1	117	1	117	1.9e-58	201	KO:K02990	small subunit ribosomal protein S6		Yes
2755614396	87	87.36	1	87	1	87	2.2e-51	178	KO:K02963	small subunit ribosomal protein S18		Yes
2755614397	148	80.41	1	148	1	148	2.2e-81	269	KO:K02939	large subunit ribosomal protein L9		Yes
2755614399	291	87.15	4	291	2	289	0.0e+00	600	KO:K12251	N-carbamoylputrescine amidase [EC:3.5.1.53]	EC:3.5.1.53	Yes
2755614401	361	79.18	19	359	4	344	0.0e+00	661	KO:K10536	agmatine deiminase [EC:3.5.3.12]	EC:3.5.3.12	Yes
2755614406	279	65.7	1	277	1	276	3.8e-128	416	KO:K11785	1,4-dihydroxy-6-naphthoate synthase [EC:1.14.-.-]	EC:1.14.-	Yes
2755614407	222	43.05	1	219	1	217	5.8e-52	192	KO:K11783	futalosine hydrolase [EC:3.2.2.26]	EC:3.2.2.26	Yes
2755614408	136	72.59	1	135	1	135	6.9e-79	261	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.1.2.50	Yes
2755614408	136	72.59	1	135	1	135	6.9e-79	261	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.2.3.12	Yes
2755614409	172	52.44	7	170	28	191	2.7e-58	206	KO:K02860	16S rRNA processing protein RimM		Yes
2755614410	147	81.4	1	129	1	129	7.6e-76	253	KO:K02959	small subunit ribosomal protein S16		Yes
2755614411	443	77.83	1	432	1	433	0.0e+00	777	KO:K03106	signal recognition particle subunit SRP54		Yes
2755614412	290	77.24	1	290	1	290	0.0e+00	505	KO:K03086	RNA polymerase primary sigma factor		Yes
2755614415	491	51.96	19	485	1	484	0.0e+00	554	KO:K07091	lipopolysaccharide export system permease protein		Yes
2755614416	245	56.85	5	245	7	253	1.1e-95	319	KO:K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	EC:1.15.1.1	Yes
2755614417	136	42.54	2	135	4	136	1.7e-32	129	KO:K07397	putative redox protein		Yes
2755614420	129	75.4	3	128	6	131	2.8e-68	230	KO:K04762	ribosome-associated heat shock protein Hsp15		Yes
2755614422	225	77.48	1	222	1	222	0.0e+00	426	KO:K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	EC:2.1.1.228	Yes
2755614423	790	39.18	83	774	148	834	0.0e+00	575	KO:K18820	oligosaccharide 4-alpha-D-glucosyltransferase [EC:2.4.1.161]	EC:2.4.1.161	Yes
2755614425	550	66.91	4	547	1	544	0.0e+00	796	KO:K01486	adenine deaminase [EC:3.5.4.2]	EC:3.5.4.2	Yes
2755614427	217	75	1	216	1	215	1.3e-115	374	KO:K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]	EC:2.4.2.9	Yes
2755614429	140	55.32	1	140	1	141	1.8e-51	184	KO:K08978	bacterial/archaeal transporter family protein		Yes
2755614431	205	62.81	5	203	6	204	1.1e-90	301	KO:K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	EC:3.2.2.21	Yes
2755614432	256	61.13	1	246	1	247	6.2e-113	370	KO:K06203	CysZ protein		Yes
2755614433	233	64.32	5	231	4	230	1.4e-104	344	KO:K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	EC:2.1.1.198	Yes
2755614437	126	61.9	1	125	1	126	1.4e-50	180	KO:K03413	two-component system, chemotaxis family, response regulator CheY		Yes
2755614446	308	65.81	1	308	1	310	0.0e+00	496	KO:K06949	ribosome biogenesis GTPase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2755614447	384	69.6	5	379	4	377	0.0e+00	601	KO:K02346	DNA polymerase IV [EC:2.7.7.7]	EC:2.7.7.7	Yes
2755614450	330	61.61	2	324	1	323	0.0e+00	491	KO:K10255	omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14.19.-]	EC:1.14.19.-	Yes
2755614451	294	64.11	8	294	2	288	0.0e+00	461	KO:K02517	KDO2-lipid IV(A) lauroyltransferase [EC:2.3.1.241]	EC:2.3.1.241	Yes
2755614452	514	79.22	1	514	1	515	0.0e+00	928	KO:K07391	magnesium chelatase family protein		Yes
2755614463	597	75.93	1	588	1	594	0.0e+00	1030	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2755614464	83	75.64	1	78	1	78	7.9e-38	139	KO:K02114	F-type H+-transporting ATPase subunit epsilon		Yes
2755614465	499	90.36	1	498	1	496	0.0e+00	1010	KO:K02112	F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	EC:3.6.3.14	Yes
2755614466	235	66.38	1	235	1	235	3.4e-113	368	KO:K02440	glycerol uptake facilitator protein		Yes
2755614467	518	56.07	1	517	1	519	0.0e+00	658	KO:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	EC:1.1.5.3	Yes
2755614468	495	72.95	3	490	4	490	0.0e+00	849	KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	Yes
2755614469	186	71.66	1	186	1	187	1.1e-99	325	KO:K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	Yes
2755614470	232	77.59	1	232	1	232	1.1e-129	415	KO:K02003	putative ABC transport system ATP-binding protein		Yes
2755614471	96	73.96	1	96	1	96	1.3e-47	168	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2755614471	96	73.96	1	96	1	96	1.3e-47	168	KO:K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2755614481	460	67.03	1	460	1	461	0.0e+00	680	KO:K03650	tRNA modification GTPase [EC:3.6.-.-]	EC:3.6.-	Yes
2755614482	276	58.21	1	276	1	277	2.3e-104	347	KO:K03832	periplasmic protein TonB		Yes
2755614485	286	79.17	1	286	1	288	0.0e+00	515	KO:K03561	biopolymer transport protein ExbB		Yes
2755614489	427	53.85	1	427	1	424	0.0e+00	496	KO:K02004	putative ABC transport system permease protein		Yes
2755614490	461	60.39	1	457	1	453	0.0e+00	615	KO:K00343	NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614491	468	61.54	1	462	1	468	0.0e+00	672	KO:K00342	NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614492	634	71.13	3	619	5	631	0.0e+00	1010	KO:K00341	NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614493	109	85.32	1	109	1	109	4.3e-59	202	KO:K00340	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614494	167	71.69	1	166	1	165	4.8e-83	276	KO:K00339	NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614495	178	79.43	1	175	1	175	2.4e-105	340	KO:K00338	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614497	351	76.01	3	348	5	348	0.0e+00	622	KO:K00337	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614498	366	76.16	3	366	5	362	0.0e+00	674	KO:K00336	NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614499	452	89.06	1	448	1	448	0.0e+00	949	KO:K00335	NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614500	135	43.51	2	132	4	134	9.4e-36	138	KO:K04750	PhnB protein		Yes
2755614502	165	77.44	2	165	3	166	8.0e-99	320	KO:K00334	NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614503	408	85.75	2	408	1	407	0.0e+00	839	KO:K00333	NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614504	173	78.18	2	166	3	167	2.0e-101	329	KO:K00332	NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614506	195	85.71	21	195	3	177	6.9e-114	366	KO:K00331	NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614507	131	76.86	11	131	1	121	5.8e-67	226	KO:K00330	NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]	EC:1.6.5.3	Yes
2755614509	319	43.58	21	313	28	319	5.9e-85	295	KO:K02040	phosphate transport system substrate-binding protein		Yes
2755614511	276	31.05	1	272	1	272	2.7e-37	152	KO:K03832	periplasmic protein TonB		Yes
2755614512	157	59.59	5	150	1	146	2.0e-63	220	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	Yes
2755614513	456	71.2	5	443	28	465	0.0e+00	715	KO:K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	EC:6.1.1.21	Yes
2755614517	422	67.92	26	422	2	400	0.0e+00	619	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2755614518	346	77.78	4	345	8	349	0.0e+00	617	KO:K06941	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	EC:2.1.1.192	Yes
2755614519	382	52.49	3	382	44	463	0.0e+00	452	KO:K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	EC:5.4.99.22	Yes
2755614520	236	56.71	5	233	7	237	2.4e-87	295	KO:K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	EC:5.4.99.23	Yes
2755614520	236	61.64	3	233	6	237	4.1e-102	337	KO:K06179	23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	EC:5.4.99.24	Yes
2755614522	446	69.09	1	446	1	452	0.0e+00	722	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
2755614525	248	64.78	1	247	1	247	3.6e-109	358	KO:K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.163	Yes
2755614525	248	64.78	1	247	1	247	3.6e-109	358	KO:K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.201	Yes
2755614527	344	81.47	1	340	1	340	0.0e+00	626	KO:K03551	holliday junction DNA helicase RuvB [EC:3.6.4.12]	EC:3.6.4.12	Yes
2755614530	215	66.82	1	214	1	214	2.1e-98	324	KO:K06988	uncharacterized protein		Yes
2755614535	404	75.5	1	404	1	404	0.0e+00	719	KO:K00259	alanine dehydrogenase [EC:1.4.1.1]	EC:1.4.1.1	Yes
2755614536	136	52.63	1	133	1	132	5.0e-42	156	KO:K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE		Yes
2755614537	719	61.39	4	718	2	705	0.0e+00	973	KO:K17686	Cu+-exporting ATPase [EC:3.6.3.54]	EC:3.6.3.54	Yes
2755614539	120	36.75	5	114	1	117	5.3e-16	80.1	KO:K07062	uncharacterized protein		Yes
2755614540	635	58.24	7	630	5	627	0.0e+00	826	KO:K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	EC:3.6.4.12	Yes
2755614541	196	68.72	1	195	1	195	1.6e-99	325	KO:K03978	GTP-binding protein		Yes
2755614544	507	74.46	2	505	3	507	0.0e+00	882	KO:K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2755614546	287	74.74	1	285	1	285	0.0e+00	480	KO:K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	EC:2.4.2.19	Yes
2755614547	114	69.91	1	113	1	113	1.5e-52	184	KO:K03113	translation initiation factor 1		Yes
2755614549	240	60.58	1	240	1	241	9.3e-110	359	KO:K01992	ABC-2 type transport system permease protein		Yes
2755614551	308	67.21	2	308	3	310	0.0e+00	477	KO:K05794	tellurite resistance protein TerC		Yes
2755614552	817	55.06	3	817	17	844	0.0e+00	990	KO:K01775	alanine racemase [EC:5.1.1.1]	EC:5.1.1.1	Yes
2755614554	243	77.78	3	243	2	244	0.0e+00	426	KO:K02477	two-component system, LytT family, response regulator		Yes
2755614556	691	79.81	48	686	1	639	0.0e+00	1240	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	Yes
2755614558	286	74.16	5	270	6	272	0.0e+00	443	KO:K05896	segregation and condensation protein A		Yes
2755614559	128	74.22	1	128	1	123	1.5e-58	203	KO:K03282	large conductance mechanosensitive channel		Yes
2755614561	187	69.52	1	187	1	187	4.9e-93	306	KO:K02838	ribosome recycling factor		Yes
2755614563	281	76.26	4	281	1	278	0.0e+00	508	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2755614564	157	84.08	1	157	2	158	6.5e-93	303	KO:K09776	uncharacterized protein		Yes
2755614565	606	64.47	1	606	1	604	0.0e+00	867	KO:K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:3.6.3.-]	EC:3.6.3.-	Yes
2755614566	122	63.79	1	116	1	116	6.3e-50	178	KO:K02834	ribosome-binding factor A		Yes
2755614567	408	53.69	6	408	1	406	0.0e+00	494	KO:K09808	lipoprotein-releasing system permease protein		Yes
2755614569	1199	67.28	26	1199	1	1119	0.0e+00	1810	KO:K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	EC:6.1.1.5	Yes
2755614570	67	85.07	1	67	1	67	4.4e-39	141	KO:K03704	cold shock protein (beta-ribbon, CspA family)		Yes
2755614577	525	88.38	1	525	1	525	0.0e+00	1050	KO:K02111	F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	EC:3.6.3.14	Yes
2755614578	187	57.38	1	183	1	183	9.3e-67	232	KO:K02113	F-type H+-transporting ATPase subunit delta		Yes
2755614579	164	64.02	1	164	1	164	9.7e-73	246	KO:K02109	F-type H+-transporting ATPase subunit b		Yes
2755614580	82	76.54	1	79	1	81	1.2e-33	127	KO:K02110	F-type H+-transporting ATPase subunit c		Yes
2755614581	371	56.99	1	371	1	370	0.0e+00	476	KO:K02108	F-type H+-transporting ATPase subunit a		Yes
2755614585	604	68.9	1	598	1	602	0.0e+00	916	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
2755614586	750	79.67	11	747	6	740	0.0e+00	1370	KO:K00951	GTP pyrophosphokinase [EC:2.7.6.5]	EC:2.7.6.5	Yes
2755614588	259	34.94	10	257	8	255	7.1e-53	197	KO:K00936			Yes
2755614593	420	75.24	1	420	1	420	0.0e+00	782	KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	Yes
2755614595	405	53.41	1	405	20	428	0.0e+00	507	KO:K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	EC:2.6.1.85	Yes
2755614596	337	52.17	35	330	51	344	3.7e-98	335	KO:K08307	membrane-bound lytic murein transglycosylase D		Yes
2755614597	477	65.26	1	475	1	475	0.0e+00	705	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2755614597	477	65.26	1	475	1	475	0.0e+00	705	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2755614598	282	45.04	3	281	1	282	8.7e-92	312	KO:K03118	sec-independent protein translocase protein TatC		Yes
2755614599	69	61.67	10	69	15	74	4.0e-20	87.6	KO:K03116	sec-independent protein translocase protein TatA		Yes
2755614600	116	86.09	1	115	1	115	1.3e-68	229	KO:K02884	large subunit ribosomal protein L19		Yes
2755614604	521	84.26	1	521	1	519	0.0e+00	982	KO:K18682	ribonucrease Y [EC:3.1.-.-]	EC:3.1.-	Yes
2755614605	99	56.25	1	96	1	95	2.3e-33	128	KO:K09888	cell division protein ZapA		Yes
2755614607	804	63.83	1	804	1	810	0.0e+00	1200	KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2755614608	520	69.87	1	520	1	529	0.0e+00	813	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	Yes
2755614613	232	54.89	1	229	45	279	6.0e-84	285	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
2755614615	487	70.6	2	483	3	479	0.0e+00	793	KO:K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	EC:6.5.1.3	Yes
2755614620	161	71.7	2	160	3	160	3.2e-79	264	KO:K09776	uncharacterized protein		Yes
2755614637	169	57.64	1	143	1	144	3.7e-53	191	KO:K03503	DNA polymerase V [EC:3.4.21.-]	EC:3.4.21.-	Yes
2755614638	426	63.38	1	425	1	426	0.0e+00	635	KO:K03502	DNA polymerase V		Yes
2755614641	341	93.26	1	341	1	341	0.0e+00	728	KO:K03569	rod shape-determining protein MreB and related proteins		Yes
2755614642	258	48.02	6	257	32	283	2.1e-80	277	KO:K03570	rod shape-determining protein MreC		Yes
2755614644	696	47.45	1	696	1	702	0.0e+00	683	KO:K05515	penicillin-binding protein 2		Yes
2755614645	444	57.66	4	444	5	447	0.0e+00	556	KO:K05837	rod shape determining protein RodA		Yes
2755614649	181	81.82	3	178	5	180	2.9e-108	349	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2755614651	206	59.9	3	199	8	204	2.6e-86	289	KO:K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	EC:3.2.2.21	Yes
2755614658	916	67.7	18	916	2	879	0.0e+00	1380	KO:K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	EC:6.1.1.7	Yes
2755614659	480	63.18	5	480	6	483	0.0e+00	714	KO:K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2755614659	480	63.18	5	480	6	483	0.0e+00	714	KO:K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2755614671	769	57.27	1	765	1	777	0.0e+00	1020	KO:K07003	uncharacterized protein		Yes
2755614676	444	33.33	8	435	9	440	6.2e-72	265	KO:K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	EC:6.2.1.30	Yes
2755614677	101	99.01	1	101	1	101	3.7e-67	224	KO:K02946	small subunit ribosomal protein S10		Yes
2755614678	205	82.44	1	205	1	205	3.0e-125	400	KO:K02906	large subunit ribosomal protein L3		Yes
2755614679	209	76.81	1	205	1	207	4.1e-112	363	KO:K02926	large subunit ribosomal protein L4		Yes
2755614680	99	81.82	1	99	1	99	8.6e-53	183	KO:K02892	large subunit ribosomal protein L23		Yes
2755614681	279	84.23	1	279	1	279	0.0e+00	555	KO:K02886	large subunit ribosomal protein L2		Yes
2755614682	89	88.76	1	89	1	89	6.8e-56	190	KO:K02965	small subunit ribosomal protein S19		Yes
2755614683	114	78.76	1	113	1	113	5.5e-61	208	KO:K02890	large subunit ribosomal protein L22		Yes
2755614684	253	89.02	1	252	1	250	0.0e+00	500	KO:K02982	small subunit ribosomal protein S3		Yes
2755614685	139	84.17	1	139	1	139	6.5e-86	281	KO:K02878	large subunit ribosomal protein L16		Yes
2755614686	69	73.13	3	69	2	68	1.0e-30	118	KO:K02904	large subunit ribosomal protein L29		Yes
2755614687	85	88.24	1	85	1	85	1.1e-50	176	KO:K02961	small subunit ribosomal protein S17		Yes
2755614688	122	95.9	1	122	1	122	4.4e-80	262	KO:K02874	large subunit ribosomal protein L14		Yes
2755614689	112	82.14	1	112	1	112	9.5e-62	209	KO:K02895	large subunit ribosomal protein L24		Yes
2755614690	189	83.07	1	189	1	189	9.5e-115	368	KO:K02931	large subunit ribosomal protein L5		Yes
2755614691	89	79.78	1	89	1	89	1.1e-45	162	KO:K02954	small subunit ribosomal protein S14		Yes
2755614692	132	87.79	1	131	1	131	4.4e-81	266	KO:K02994	small subunit ribosomal protein S8		Yes
2755614693	184	79.89	1	184	1	184	2.0e-105	341	KO:K02933	large subunit ribosomal protein L6		Yes
2755614694	117	70.94	1	117	1	117	8.8e-57	197	KO:K02881	large subunit ribosomal protein L18		Yes
2755614695	172	88.55	7	172	8	172	1.4e-99	323	KO:K02988	small subunit ribosomal protein S5		Yes
2755614696	60	88.33	1	60	1	60	2.5e-32	121	KO:K02907	large subunit ribosomal protein L30		Yes
2755614697	149	76.35	1	148	1	148	2.4e-79	263	KO:K02876	large subunit ribosomal protein L15		Yes
